timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
59,30.462557,-97.632752,70.4,20.60,60.6,5.60,0.808,13.0,1.8,5.2,110,0.88,,0.177,52.4,14,0.78,1.6,6.4
60,30.462444,-97.632794,69.8,20.51,60.7,5.60,0.808,13.0,1.8,5.2,110,0.88,,0.181,52.3,14,0.78,1.8,6.8
61,30.462333,-97.632839,69.6,20.41,60.7,5.60,0.807,12.8,1.8,4.9,110,0.88,,0.175,52.8,14,0.79,0.7,6.7
62,30.462221,-97.632883,70.0,20.32,60.8,5.60,0.807,13.0,1.8,5.2,110,0.88,,0.188,52.3,14,0.76,2.0,6.9
63,30.462114,-97.632933,70.4,20.23,60.8,5.60,0.806,12.7,1.8,5.2,110,0.88,,0.174,51.8,14,0.82,1.5,6.3
64,30.462002,-97.632979,70.4,20.13,60.9,5.60,0.806,12.7,1.8,5.2,110,0.88,,0.168,51.7,14,0.78,1.6,6.5
65,30.461894,-97.633025,70.6,20.04,60.9,5.60,0.805,13.1,1.8,5.0,110,0.88,,0.167,52.1,14,0.76,0.7,6.4
66,30.461784,-97.633070,70.5,19.95,61.0,5.60,0.805,13.2,1.8,5.0,110,0.88,,0.161,52.5,14,0.81,1.9,6.5
67,30.461672,-97.633120,70.3,19.85,61.1,5.60,0.804,12.9,1.8,4.8,110,0.88,,0.189,51.7,14,0.84,2.0,6.7
68,30.461566,-97.633168,69.6,19.76,61.1,5.60,0.804,12.8,1.8,4.9,110,0.88,,0.162,52.2,14,0.76,1.0,6.2
69,30.461458,-97.633207,70.2,19.67,61.2,5.60,0.803,12.7,1.8,5.0,110,0.88,,0.177,52.1,14,0.84,2.0,6.3
70,30.461344,-97.633257,70.4,19.57,61.2,5.60,0.803,13.1,1.8,4.9,110,0.88,,0.175,51.5,14,0.81,1.4,6.6
71,30.461233,-97.633301,70.4,19.48,61.3,5.60,0.802,13.1,1.8,5.0,110,0.88,,0.165,51.7,14,0.76,1.2,6.8
72,30.461126,-97.633346,70.5,19.39,61.3,5.60,0.802,13.2,1.8,5.0,110,0.88,,0.164,52.2,14,0.80,1.5,6.5
73,30.461013,-97.633401,69.5,19.29,61.4,5.60,0.801,12.7,1.8,4.9,110,0.88,,0.200,52.8,14,0.82,1.4,6.5
74,30.460900,-97.633438,69.7,19.20,61.5,5.60,0.801,12.9,1.8,4.8,110,0.88,,0.171,52.1,14,0.82,2.1,6.1
75,30.460798,-97.633486,70.1,19.11,61.5,5.60,0.801,13.2,1.8,4.8,110,0.88,,0.187,52.0,14,0.80,1.0,6.6
76,30.460682,-97.633531,70.2,19.01,61.6,5.60,0.800,12.7,1.8,5.0,110,0.88,,0.168,51.7,14,0.77,1.6,6.2
77,30.460573,-97.633582,69.5,18.92,61.6,5.60,0.800,12.8,1.8,4.7,110,0.88,,0.177,51.8,14,0.80,1.6,6.5
78,30.460473,-97.633628,69.6,18.83,61.7,5.60,0.799,12.8,1.8,4.8,110,0.88,,0.172,51.4,14,0.78,0.9,6.6
79,30.460349,-97.633670,70.3,18.73,61.7,5.60,0.799,13.3,1.8,5.0,110,0.88,,0.184,52.5,14,0.80,0.7,6.2
80,30.460242,-97.633717,69.5,18.64,61.8,5.60,0.798,13.1,1.8,5.1,110,0.88,,0.194,51.8,14,0.80,1.8,6.8
81,30.460135,-97.633767,69.5,18.55,61.8,5.60,0.798,13.1,1.8,5.0,110,0.88,,0.176,51.5,14,0.77,1.3,6.1
82,30.460024,-97.633811,70.2,18.45,61.9,5.60,0.797,13.0,1.8,5.0,110,0.88,,0.197,51.4,14,0.75,0.8,6.7
83,30.459907,-97.633858,70.1,18.36,62.0,5.60,0.797,13.0,1.8,4.8,110,0.88,,0.191,52.5,14,0.77,1.1,6.4
84,30.459801,-97.633902,69.6,18.27,62.0,5.60,0.796,13.3,1.8,5.3,110,0.88,,0.184,52.5,14,0.79,0.9,6.9
85,30.459696,-97.633949,69.6,18.17,62.1,5.60,0.796,13.1,1.8,5.3,110,0.88,,0.189,51.9,14,0.77,2.0,6.8
86,30.459585,-97.633996,69.6,18.08,62.1,5.60,0.795,12.8,1.8,5.0,110,0.88,,0.176,52.3,14,0.76,1.2,6.4
87,30.459475,-97.634044,69.4,17.99,62.2,5.60,0.795,13.2,1.8,4.9,110,0.88,,0.190,52.0,14,0.79,0.9,6.5
88,30.459372,-97.634087,70.5,17.89,62.2,5.60,0.794,13.3,1.8,5.1,110,0.88,,0.180,52.0,14,0.75,0.9,6.9
89,30.459254,-97.634136,69.6,17.80,62.3,5.60,0.794,13.2,1.8,5.1,110,0.88,,0.193,52.7,14,0.83,1.7,6.2
90,30.459145,-97.634181,69.7,17.71,62.4,5.60,0.794,12.7,1.8,5.0,110,0.88,,0.190,51.6,14,0.77,2.1,6.8
91,30.459034,-97.634229,69.6,17.61,62.4,5.60,0.793,13.3,1.8,4.8,110,0.88,,0.183,52.6,14,0.79,1.9,6.4
92,30.458933,-97.634270,69.5,17.52,62.5,5.60,0.793,13.0,1.8,5.0,110,0.88,,0.161,51.8,14,0.75,2.1,6.7
93,30.458814,-97.634316,70.4,17.43,62.5,5.60,0.792,13.1,1.8,4.8,110,0.88,,0.195,52.2,14,0.82,2.0,6.5
94,30.458705,-97.634360,70.3,17.33,62.6,5.60,0.792,13.3,1.8,4.8,110,0.88,,0.176,52.5,14,0.84,1.8,6.1
95,30.458596,-97.634415,69.6,17.24,62.6,5.60,0.791,12.9,1.8,5.1,110,0.88,,0.196,51.7,14,0.75,0.9,6.2
96,30.458484,-97.634461,70.5,17.15,62.7,5.60,0.791,12.8,1.8,4.9,110,0.88,,0.166,51.4,14,0.84,0.8,6.3
97,30.458372,-97.634516,70.1,17.05,62.8,5.60,0.790,12.7,1.8,5.3,110,0.88,,0.199,51.2,14,0.80,2.1,6.8
98,30.458265,-97.634556,70.5,16.96,62.8,5.60,0.790,13.1,1.8,5.0,110,0.88,,0.177,52.8,14,0.84,1.9,6.7
99,30.458157,-97.634602,70.5,16.87,62.9,5.60,0.789,13.2,1.8,5.3,110,0.88,,0.181,52.1,14,0.82,1.6,6.3
100,30.458045,-97.634645,70.2,16.77,62.9,5.60,0.789,13.0,1.8,5.2,110,0.88,,0.166,52.4,14,0.77,2.1,6.2
101,30.457939,-97.634693,70.3,16.68,63.0,5.60,0.788,13.2,1.8,5.1,110,0.88,,0.188,51.4,14,0.78,0.9,6.9
102,30.457827,-97.634739,69.6,16.59,63.0,5.60,0.788,13.2,1.8,5.2,110,0.88,,0.183,52.4,14,0.78,0.7,6.7
103,30.457717,-97.634794,69.6,16.49,63.1,5.60,0.787,12.9,1.8,5.2,110,0.88,,0.179,51.8,14,0.83,1.6,6.3
104,30.457591,-97.634834,70.2,16.40,63.1,5.60,0.787,13.3,1.8,5.0,110,0.88,,0.193,51.3,14,0.76,1.3,6.9
105,30.457506,-97.634877,69.6,16.31,63.2,5.60,0.787,13.0,1.8,4.8,110,0.88,,0.191,52.2,14,0.78,1.9,6.4
106,30.457387,-97.634925,69.6,16.21,63.3,5.60,0.786,13.0,1.8,5.1,110,0.88,,0.189,52.1,14,0.80,1.1,6.7
107,30.457283,-97.634971,70.4,16.12,63.3,5.60,0.786,13.1,1.8,5.1,110,0.88,,0.199,52.4,14,0.79,2.0,6.1
108,30.457164,-97.635017,69.5,16.03,63.4,5.60,0.785,13.0,1.8,4.9,110,0.88,,0.188,52.3,14,0.80,1.4,6.4
109,30.457060,-97.635056,69.8,15.93,63.4,5.60,0.785,12.8,1.8,5.0,110,0.88,,0.186,51.8,14,0.75,1.6,6.2
110,30.456948,-97.635105,69.6,15.84,63.5,5.60,0.784,12.8,1.8,5.1,110,0.88,,0.187,52.3,14,0.82,1.3,6.8
111,30.456825,-97.635151,69.6,15.75,63.5,5.60,0.784,13.0,1.8,4.9,110,0.88,,0.160,51.4,14,0.78,1.1,6.2
112,30.456721,-97.635202,70.6,15.65,63.6,5.60,0.783,12.9,1.8,5.0,110,0.88,,0.198,51.8,14,0.79,1.5,6.3
113,30.456613,-97.635247,69.9,15.56,63.7,5.60,0.783,13.0,1.8,4.8,110,0.88,,0.172,52.8,14,0.76,0.7,6.7
114,30.456508,-97.635295,69.6,15.47,63.7,5.60,0.782,13.2,1.8,5.0,110,0.88,,0.163,52.4,14,0.82,1.4,6.1
115,30.456399,-97.635343,69.7,15.37,63.8,5.60,0.782,12.9,1.8,4.9,110,0.88,,0.198,51.9,14,0.78,1.6,6.5
116,30.456282,-97.635394,70.0,15.28,63.8,5.60,0.781,12.8,1.8,5.0,110,0.88,,0.186,51.9,14,0.81,1.8,6.4
117,30.456182,-97.635435,69.5,15.19,63.9,5.60,0.781,12.8,1.8,5.2,110,0.88,,0.171,52.7,14,0.84,2.1,6.3
118,30.456073,-97.635485,69.8,15.09,63.9,5.60,0.780,13.0,1.8,5.0,110,0.88,,0.172,51.7,14,0.80,1.0,6.8
119,30.455958,-97.635526,69.9,15.00,64.0,5.60,0.780,13.1,1.8,5.3,110,0.88,,0.172,52.7,14,0.85,1.5,6.2
