timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
24,30.432398,-97.684999,88.0,26.85,45.7,1.80,0.936,12.9,2.2,3.8,20,0.95,,0.171,52.0,14,0.77,1.6,5.9
25,30.432510,-97.684941,87.6,26.82,45.7,1.80,0.936,12.8,2.2,3.7,20,0.95,,0.160,52.2,14,0.77,1.1,5.4
26,30.432620,-97.684902,88.4,26.79,45.8,1.80,0.936,13.1,2.2,4.2,20,0.95,,0.174,51.4,14,0.84,2.2,5.1
27,30.432727,-97.684853,87.8,26.76,45.8,1.80,0.936,12.7,2.2,4.2,20,0.95,,0.194,51.5,14,0.83,1.6,5.4
28,30.432831,-97.684812,88.4,26.73,45.8,1.80,0.936,13.0,2.2,3.8,20,0.95,,0.190,52.6,14,0.78,1.3,5.3
29,30.432943,-97.684762,87.5,26.70,45.8,1.80,0.936,13.2,2.2,4.0,20,0.95,,0.189,51.8,14,0.79,0.9,5.6
30,30.433060,-97.684712,87.7,26.67,45.8,1.80,0.936,13.1,2.2,3.7,20,0.95,,0.165,51.9,14,0.83,1.0,5.5
31,30.433165,-97.684664,87.4,26.64,45.8,1.80,0.936,12.9,2.2,4.1,20,0.95,,0.168,52.3,14,0.78,1.4,5.2
32,30.433282,-97.684618,88.3,26.61,45.8,1.80,0.936,13.1,2.2,3.9,20,0.95,,0.199,52.7,14,0.82,1.3,5.6
33,30.433385,-97.684578,87.6,26.58,45.9,1.80,0.936,12.9,2.2,4.0,20,0.95,,0.165,51.8,14,0.77,2.3,5.9
34,30.433498,-97.684530,88.0,26.55,45.9,1.80,0.936,13.1,2.2,3.8,20,0.95,,0.195,52.2,14,0.79,1.5,5.2
35,30.433603,-97.684486,87.6,26.52,45.9,1.80,0.936,13.1,2.2,4.1,20,0.95,,0.194,51.6,14,0.76,1.5,5.6
36,30.433725,-97.684429,87.6,26.49,45.9,1.80,0.936,12.9,2.2,4.2,20,0.95,,0.163,52.6,14,0.76,1.6,5.6
37,30.433831,-97.684395,87.9,26.46,45.9,1.80,0.935,12.8,2.2,4.2,20,0.95,,0.182,51.8,14,0.78,1.1,5.4
38,30.433930,-97.684350,87.7,26.43,45.9,1.80,0.935,13.1,2.2,3.7,20,0.95,,0.175,52.0,14,0.84,0.9,5.4
39,30.434047,-97.684299,87.6,26.40,45.9,1.80,0.935,12.7,2.2,4.2,20,0.95,,0.175,52.6,14,0.79,2.1,5.2
40,30.434151,-97.684254,87.7,26.37,45.9,1.80,0.935,12.7,2.2,4.1,20,0.95,,0.167,52.4,14,0.84,1.9,5.9
41,30.434270,-97.684210,87.8,26.34,46.0,1.80,0.935,12.9,2.2,3.9,20,0.95,,0.187,51.8,14,0.85,1.4,5.4
42,30.434377,-97.684157,88.2,26.31,46.0,1.80,0.935,12.7,2.2,4.0,20,0.95,,0.177,52.4,14,0.80,2.0,5.4
43,30.434486,-97.684114,88.3,26.28,46.0,1.80,0.935,13.2,2.2,3.8,20,0.95,,0.174,52.4,14,0.81,1.6,5.7
44,30.434595,-97.684066,88.0,26.25,46.0,1.80,0.935,12.8,2.2,4.1,20,0.95,,0.186,52.1,14,0.84,1.8,5.6
45,30.434705,-97.684019,88.6,26.22,46.0,1.80,0.935,12.8,2.2,4.3,20,0.95,,0.186,52.5,14,0.75,1.0,5.6
46,30.434815,-97.683975,88.3,26.19,46.0,1.80,0.935,12.8,2.2,4.0,20,0.95,,0.191,52.8,14,0.77,0.9,5.3
47,30.434920,-97.683926,87.5,26.16,46.0,1.80,0.935,13.1,2.2,3.8,20,0.95,,0.170,52.5,14,0.80,0.7,5.7
48,30.435036,-97.683882,87.8,26.13,46.1,1.80,0.935,13.0,2.2,3.9,20,0.95,,0.190,52.8,14,0.77,1.2,5.6
49,30.435151,-97.683828,87.7,26.10,46.1,1.80,0.935,13.0,2.2,4.2,20,0.95,,0.180,51.9,14,0.76,1.2,5.1
50,30.435252,-97.683782,87.6,26.07,46.1,1.80,0.935,12.9,2.2,3.8,20,0.95,,0.173,51.9,14,0.81,0.8,5.8
51,30.435359,-97.683756,88.4,26.04,46.1,1.80,0.935,12.9,2.2,4.2,20,0.95,,0.191,51.7,14,0.80,2.0,5.2
52,30.435476,-97.683698,87.7,26.01,46.1,1.80,0.934,12.9,2.2,4.0,20,0.95,,0.198,51.6,14,0.77,1.5,5.6
53,30.435587,-97.683646,88.3,25.98,46.1,1.80,0.934,13.2,2.2,4.2,20,0.95,,0.183,52.8,14,0.75,0.9,5.7
54,30.435693,-97.683606,87.7,25.95,46.1,1.80,0.934,13.3,2.2,3.8,20,0.95,,0.196,52.4,14,0.84,1.7,5.6
55,30.435805,-97.683556,88.1,25.92,46.1,1.80,0.934,13.2,2.2,3.8,20,0.95,,0.199,52.7,14,0.82,1.0,5.4
56,30.435915,-97.683511,88.6,25.89,46.2,1.80,0.934,12.9,2.2,4.0,20,0.95,,0.181,51.7,14,0.83,0.8,5.2
57,30.436028,-97.683455,87.7,25.86,46.2,1.80,0.934,13.2,2.2,4.3,20,0.95,,0.164,51.7,14,0.83,1.1,5.2
58,30.436136,-97.683414,87.5,25.83,46.2,1.80,0.934,13.3,2.2,3.9,20,0.95,,0.179,52.0,14,0.79,1.2,5.3
59,30.436244,-97.683377,88.5,25.80,46.2,1.80,0.934,12.9,2.2,3.9,20,0.95,,0.182,51.7,14,0.78,1.1,5.2
60,30.436357,-97.683318,88.1,25.77,46.2,1.80,0.934,13.1,2.2,3.7,20,0.95,,0.176,52.3,14,0.78,2.0,5.3
61,30.436472,-97.683287,88.1,25.74,46.2,1.80,0.934,12.9,2.2,3.8,20,0.95,,0.184,52.4,14,0.80,2.3,5.8
62,30.436575,-97.683233,87.6,25.71,46.2,1.80,0.934,13.0,2.2,4.2,20,0.95,,0.195,52.5,14,0.76,1.8,5.3
63,30.436682,-97.683179,87.7,25.68,46.3,1.80,0.934,13.3,2.2,4.2,20,0.95,,0.186,51.9,14,0.76,2.1,5.1
64,30.436789,-97.683139,88.1,25.65,46.3,1.80,0.934,13.2,2.2,3.8,20,0.95,,0.180,51.5,14,0.83,0.8,5.4
65,30.436906,-97.683091,88.0,25.62,46.3,1.80,0.934,12.8,2.2,4.0,20,0.95,,0.178,52.4,14,0.78,1.0,5.4
66,30.437015,-97.683048,87.4,25.59,46.3,1.80,0.934,12.8,2.2,4.0,20,0.95,,0.181,52.8,14,0.76,1.4,5.3
67,30.437118,-97.683000,87.6,25.56,46.3,1.80,0.933,12.9,2.2,4.2,20,0.95,,0.191,52.2,14,0.76,1.8,5.2
68,30.437234,-97.682955,88.2,25.53,46.3,1.80,0.933,12.9,2.2,3.8,20,0.95,,0.166,51.4,14,0.79,1.9,5.4
69,30.437347,-97.682905,88.0,25.50,46.3,1.80,0.933,13.1,2.2,4.0,20,0.95,,0.170,51.2,14,0.81,2.1,5.5
70,30.437465,-97.682854,88.0,25.47,46.3,1.80,0.933,13.0,2.2,4.1,20,0.95,,0.169,51.8,14,0.77,1.0,5.8
71,30.437565,-97.682823,88.3,25.44,46.4,1.80,0.933,13.2,2.2,4.2,20,0.95,,0.175,52.0,14,0.80,1.8,5.5
72,30.437675,-97.682771,88.5,25.41,46.4,1.80,0.933,12.9,2.2,4.1,20,0.95,,0.182,52.2,14,0.79,2.2,5.4
73,30.437782,-97.682721,87.5,25.38,46.4,1.80,0.933,12.9,2.2,4.2,20,0.95,,0.166,52.3,14,0.84,1.3,5.5
74,30.437899,-97.682672,87.7,25.35,46.4,1.80,0.933,13.1,2.2,4.2,20,0.95,,0.179,51.2,14,0.82,1.2,5.3
75,30.438005,-97.682629,88.1,25.32,46.4,1.80,0.933,12.9,2.2,3.9,20,0.95,,0.161,52.5,14,0.79,1.6,5.3
76,30.438106,-97.682578,87.8,25.29,46.4,1.80,0.933,13.2,2.2,3.9,20,0.95,,0.198,51.3,14,0.76,2.2,5.3
77,30.438225,-97.682537,88.4,25.26,46.4,1.80,0.933,13.2,2.2,4.1,20,0.95,,0.183,52.3,14,0.77,1.2,5.7
78,30.438333,-97.682491,87.9,25.23,46.5,1.80,0.933,12.9,2.2,4.3,20,0.95,,0.184,51.7,14,0.76,1.3,5.3
79,30.438444,-97.682445,87.4,25.20,46.5,1.80,0.933,13.0,2.2,4.0,20,0.95,,0.169,52.0,14,0.81,1.3,5.2
80,30.438566,-97.682388,88.0,25.17,46.5,1.80,0.933,12.9,2.2,3.8,20,0.95,,0.190,52.2,14,0.80,0.8,5.8
81,30.438663,-97.682352,88.3,25.14,46.5,1.80,0.933,13.1,2.2,4.3,20,0.95,,0.196,52.4,14,0.84,1.9,5.9
82,30.438774,-97.682303,88.3,25.11,46.5,1.80,0.932,12.9,2.2,3.9,20,0.95,,0.192,51.4,14,0.80,1.7,5.8
83,30.438890,-97.682268,87.5,25.08,46.5,1.80,0.932,13.1,2.2,4.2,20,0.95,,0.194,51.5,14,0.84,2.0,5.7
84,30.438993,-97.682213,87.8,25.05,46.5,1.80,0.932,12.8,2.2,3.7,20,0.95,,0.192,52.4,14,0.82,2.2,5.1
85,30.439099,-97.682170,88.3,25.02,46.5,1.80,0.932,13.2,2.2,4.3,20,0.95,,0.167,51.4,14,0.78,1.4,5.2
86,30.439212,-97.682120,87.7,24.99,46.6,1.80,0.932,12.8,2.2,3.8,20,0.95,,0.163,51.4,14,0.76,2.2,5.3
87,30.439321,-97.682072,87.6,24.96,46.6,1.80,0.932,13.1,2.2,4.2,20,0.95,,0.197,52.1,14,0.82,2.0,5.8
88,30.439435,-97.682025,88.2,24.93,46.6,1.80,0.932,13.0,2.2,4.0,20,0.95,,0.173,52.7,14,0.84,2.3,5.7
89,30.439551,-97.681980,87.5,24.90,46.6,1.80,0.932,13.3,2.2,4.2,20,0.95,,0.165,52.7,14,0.78,1.8,5.2
90,30.439653,-97.681927,87.8,24.87,46.6,1.80,0.932,12.9,2.2,3.9,20,0.95,,0.161,51.6,14,0.79,0.9,5.7
91,30.439769,-97.681884,87.9,24.84,46.6,1.80,0.932,13.0,2.2,3.9,20,0.95,,0.166,52.3,14,0.79,1.5,5.3
92,30.439870,-97.681855,88.1,24.81,46.6,1.80,0.932,13.3,2.2,3.8,20,0.95,,0.167,51.9,14,0.81,1.3,5.4
93,30.439981,-97.681801,87.9,24.78,46.7,1.80,0.932,12.9,2.2,4.2,20,0.95,,0.191,51.7,14,0.77,1.2,5.3
94,30.440090,-97.681745,88.1,24.75,46.7,1.80,0.932,12.8,2.2,4.1,20,0.95,,0.188,52.8,14,0.81,1.9,5.3
95,30.440204,-97.681705,88.1,24.72,46.7,1.80,0.932,13.2,2.2,3.9,20,0.95,,0.173,51.6,14,0.81,1.5,5.1
96,30.440308,-97.681650,88.5,24.69,46.7,1.80,0.932,13.2,2.2,3.7,20,0.95,,0.168,52.7,14,0.81,1.1,5.2
97,30.440430,-97.681610,88.2,24.66,46.7,1.80,0.931,13.2,2.2,3.7,20,0.95,,0.174,52.5,14,0.84,1.0,5.8
98,30.440536,-97.681568,87.5,24.63,46.7,1.80,0.931,13.2,2.2,3.9,20,0.95,,0.200,52.1,14,0.83,2.0,5.3
99,30.440645,-97.681518,87.7,24.60,46.7,1.80,0.931,13.0,2.2,4.2,20,0.95,,0.194,51.4,14,0.79,1.0,5.9
100,30.440753,-97.681481,87.8,24.57,46.7,1.80,0.931,12.9,2.2,3.9,20,0.95,,0.200,52.4,14,0.78,1.6,5.4
101,30.440857,-97.681429,87.9,24.54,46.8,1.80,0.931,13.2,2.2,3.9,20,0.95,,0.160,51.7,14,0.78,2.2,5.6
102,30.440972,-97.681381,88.2,24.51,46.8,1.80,0.931,12.8,2.2,3.9,20,0.95,,0.166,52.7,14,0.82,1.7,5.7
103,30.441087,-97.681341,88.1,24.48,46.8,1.80,0.931,13.2,2.2,4.0,20,0.95,,0.161,51.6,14,0.77,1.4,5.5
104,30.441190,-97.681286,88.5,24.45,46.8,1.80,0.931,12.7,2.2,3.9,20,0.95,,0.182,52.0,14,0.77,1.4,5.2
105,30.441306,-97.681238,88.1,24.42,46.8,1.80,0.931,12.7,2.2,3.9,20,0.95,,0.179,52.0,14,0.83,0.8,5.6
106,30.441404,-97.681201,88.3,24.39,46.8,1.80,0.931,13.1,2.2,3.8,20,0.95,,0.195,51.3,14,0.79,2.3,5.5
107,30.441526,-97.681143,87.7,24.36,46.8,1.80,0.931,13.0,2.2,3.9,20,0.95,,0.191,52.1,14,0.84,1.3,5.6
108,30.441631,-97.681100,88.5,24.33,46.9,1.80,0.931,13.3,2.2,4.0,20,0.95,,0.165,51.9,14,0.84,2.2,5.2
109,30.441743,-97.681048,88.1,24.30,46.9,1.80,0.931,13.0,2.2,4.2,20,0.95,,0.165,52.2,14,0.81,2.2,5.5
110,30.441851,-97.681009,88.5,24.27,46.9,1.80,0.931,13.1,2.2,4.0,20,0.95,,0.182,51.8,14,0.76,1.0,5.1
111,30.441955,-97.680966,88.1,24.24,46.9,1.80,0.931,13.3,2.2,4.3,20,0.95,,0.165,52.0,14,0.79,1.5,5.8
112,30.442073,-97.680912,87.6,24.21,46.9,1.80,0.930,13.0,2.2,4.1,20,0.95,,0.200,52.0,14,0.80,1.8,5.5
113,30.442181,-97.680878,87.9,24.18,46.9,1.80,0.930,12.8,2.2,4.0,20,0.95,,0.181,52.3,14,0.83,2.2,5.5
114,30.442294,-97.680823,88.5,24.15,46.9,1.80,0.930,12.9,2.2,4.0,20,0.95,,0.185,51.7,14,0.82,2.2,5.7
115,30.442398,-97.680782,88.3,24.12,46.9,1.80,0.930,13.2,2.2,3.8,20,0.95,,0.171,52.2,14,0.75,2.0,5.8
116,30.442510,-97.680732,88.2,24.09,47.0,1.80,0.930,12.7,2.2,4.3,20,0.95,,0.170,52.7,14,0.84,1.1,5.8
117,30.442617,-97.680692,87.8,24.06,47.0,1.80,0.930,12.9,2.2,4.1,20,0.95,,0.197,51.8,14,0.83,2.2,5.7
118,30.442724,-97.680634,87.9,24.03,47.0,1.80,0.930,13.2,2.2,4.1,20,0.95,,0.190,51.3,14,0.78,1.5,5.6
119,30.442848,-97.680588,88.5,24.00,47.0,1.80,0.930,12.7,2.2,3.8,20,0.95,,0.192,52.0,14,0.78,0.9,5.7
