timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
77,30.399785,-97.734713,87.5,44.63,51.0,0.90,0.953,12.8,2.0,4.1,200,0.97,,0.165,51.5,14,0.85,1.5,5.9
78,30.399845,-97.734595,87.7,44.62,51.0,0.90,0.953,12.7,2.0,3.8,200,0.97,,0.180,52.2,14,0.77,1.4,5.4
79,30.399907,-97.734481,87.8,44.60,51.1,0.90,0.953,13.2,2.0,4.1,200,0.97,,0.197,51.6,14,0.78,1.5,5.3
80,30.399957,-97.734364,87.6,44.59,51.1,0.90,0.953,12.7,2.0,4.1,200,0.97,,0.178,51.2,14,0.79,2.0,5.6
81,30.400019,-97.734241,88.6,44.57,51.1,0.90,0.953,13.3,2.0,3.7,200,0.97,,0.169,52.2,14,0.78,1.0,5.7
82,30.400090,-97.734135,88.1,44.55,51.1,0.90,0.952,13.1,2.0,4.0,200,0.97,,0.192,52.6,14,0.80,1.5,5.7
83,30.400138,-97.734009,88.2,44.54,51.2,0.90,0.952,12.8,2.0,3.8,200,0.97,,0.175,51.3,14,0.79,1.3,5.2
84,30.400200,-97.733884,87.7,44.52,51.2,0.90,0.952,13.1,2.0,3.9,200,0.97,,0.160,52.7,14,0.76,1.5,5.1
85,30.400252,-97.733764,87.8,44.51,51.2,0.90,0.952,12.9,2.0,4.0,200,0.97,,0.199,52.2,14,0.80,2.0,5.5
86,30.400310,-97.733666,87.5,44.49,51.2,0.90,0.952,12.8,2.0,4.1,200,0.97,,0.190,51.8,14,0.75,1.7,5.2
87,30.400369,-97.733537,88.4,44.48,51.3,0.90,0.952,13.2,2.0,4.2,200,0.97,,0.164,52.4,14,0.75,2.3,5.7
88,30.400431,-97.733429,88.3,44.47,51.3,0.90,0.952,13.3,2.0,3.7,200,0.97,,0.163,52.3,14,0.76,2.0,5.4
89,30.400488,-97.733313,87.5,44.45,51.3,0.90,0.952,13.0,2.0,4.1,200,0.97,,0.190,51.5,14,0.77,2.1,5.7
90,30.400538,-97.733188,88.3,44.44,51.3,0.90,0.952,13.1,2.0,4.3,200,0.97,,0.185,52.5,14,0.77,1.2,5.9
91,30.400606,-97.733070,87.5,44.42,51.3,0.90,0.952,13.1,2.0,4.1,200,0.97,,0.184,51.8,14,0.79,2.2,5.2
92,30.400664,-97.732953,87.9,44.41,51.4,0.90,0.952,13.0,2.0,4.1,200,0.97,,0.170,52.2,14,0.82,2.0,5.5
93,30.400723,-97.732836,87.9,44.39,51.4,0.90,0.952,13.2,2.0,3.9,200,0.97,,0.189,51.7,14,0.81,1.9,5.1
94,30.400782,-97.732728,87.6,44.38,51.4,0.90,0.952,12.8,2.0,3.9,200,0.97,,0.171,52.2,14,0.78,2.0,5.4
95,30.400840,-97.732606,87.8,44.36,51.4,0.90,0.952,13.0,2.0,4.1,200,0.97,,0.174,52.5,14,0.81,1.6,5.6
96,30.400898,-97.732478,88.2,44.34,51.5,0.90,0.952,13.0,2.0,4.3,200,0.97,,0.198,52.3,14,0.76,1.3,5.4
97,30.400947,-97.732371,87.8,44.33,51.5,0.90,0.951,13.0,2.0,4.2,200,0.97,,0.164,51.3,14,0.80,0.7,5.4
98,30.401015,-97.732249,88.0,44.31,51.5,0.90,0.951,13.2,2.0,4.1,200,0.97,,0.176,51.5,14,0.84,1.9,5.7
99,30.401073,-97.732128,87.7,44.30,51.5,0.90,0.951,13.2,2.0,4.2,200,0.97,,0.193,51.7,14,0.82,2.0,5.8
100,30.401131,-97.732016,87.7,44.28,51.6,0.90,0.951,13.2,2.0,3.9,200,0.97,,0.162,51.9,14,0.77,1.4,5.7
101,30.401189,-97.731897,88.1,44.27,51.6,0.90,0.951,13.0,2.0,4.3,200,0.97,,0.197,52.0,14,0.76,1.8,5.2
102,30.401253,-97.731780,88.4,44.26,51.6,0.90,0.951,13.0,2.0,4.2,200,0.97,,0.181,52.4,14,0.80,1.9,5.4
103,30.401307,-97.731659,88.4,44.24,51.6,0.90,0.951,13.2,2.0,4.2,200,0.97,,0.187,52.5,14,0.81,1.8,5.7
104,30.401357,-97.731538,88.5,44.23,51.6,0.90,0.951,12.9,2.0,4.0,200,0.97,,0.164,52.7,14,0.76,1.4,5.1
105,30.401426,-97.731431,88.2,44.21,51.7,0.90,0.951,13.2,2.0,4.0,200,0.97,,0.187,52.6,14,0.76,1.1,5.2
106,30.401476,-97.731310,88.1,44.20,51.7,0.90,0.951,13.1,2.0,4.2,200,0.97,,0.163,51.3,14,0.79,1.5,5.7
107,30.401539,-97.731190,88.5,44.18,51.7,0.90,0.951,13.0,2.0,4.0,200,0.97,,0.187,52.7,14,0.82,2.1,5.2
108,30.401605,-97.731071,88.3,44.16,51.7,0.90,0.951,12.8,2.0,4.1,200,0.97,,0.168,52.1,14,0.85,2.1,5.3
109,30.401659,-97.730959,87.7,44.15,51.8,0.90,0.951,13.0,2.0,3.9,200,0.97,,0.178,52.0,14,0.84,1.3,5.4
110,30.401715,-97.730839,88.0,44.13,51.8,0.90,0.951,13.0,2.0,4.2,200,0.97,,0.182,52.7,14,0.78,1.5,5.4
111,30.401776,-97.730725,88.3,44.12,51.8,0.90,0.951,13.1,2.0,4.3,200,0.97,,0.162,52.6,14,0.83,2.1,5.2
112,30.401833,-97.730607,87.5,44.10,51.8,0.90,0.950,12.7,2.0,4.3,200,0.97,,0.189,51.8,14,0.80,1.0,5.3
113,30.401900,-97.730493,87.5,44.09,51.9,0.90,0.950,13.3,2.0,4.2,200,0.97,,0.175,52.4,14,0.80,1.7,5.6
114,30.401943,-97.730368,87.9,44.08,51.9,0.90,0.950,13.0,2.0,3.9,200,0.97,,0.165,51.6,14,0.84,1.1,5.3
115,30.402012,-97.730255,88.6,44.06,51.9,0.90,0.950,12.9,2.0,3.8,200,0.97,,0.189,51.3,14,0.83,1.9,5.1
116,30.402068,-97.730139,88.3,44.05,51.9,0.90,0.950,13.3,2.0,3.9,200,0.97,,0.172,52.0,14,0.83,2.3,5.6
117,30.402124,-97.730019,88.0,44.03,52.0,0.90,0.950,13.2,2.0,3.9,200,0.97,,0.175,51.5,14,0.85,2.0,5.3
118,30.402185,-97.729909,87.8,44.02,52.0,0.90,0.950,12.9,2.0,4.2,200,0.97,,0.178,52.6,14,0.79,1.9,5.9
119,30.402241,-97.729787,87.6,44.00,52.0,0.90,0.950,13.2,2.0,4.3,200,0.97,,0.176,52.6,14,0.85,2.2,5.8
