timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
56,30.442000,-97.627321,80.1,19.36,50.4,3.20,0.890,13.0,2.1,5.0,160,0.55,,0.196,51.3,14,0.83,1.6,6.1
57,30.442114,-97.627374,79.7,19.31,50.5,3.20,0.890,13.0,2.1,5.1,160,0.54,,0.178,52.5,14,0.82,1.8,6.6
58,30.442229,-97.627411,79.6,19.25,50.5,3.20,0.890,12.9,2.1,4.9,160,0.54,,0.188,52.6,14,0.76,0.9,6.4
59,30.442318,-97.627465,79.7,19.20,50.5,3.20,0.890,13.0,2.1,5.0,160,0.53,,0.180,52.1,14,0.78,1.6,6.6
60,30.442444,-97.627512,79.4,19.15,50.5,3.20,0.890,12.8,2.1,4.7,160,0.52,,0.170,51.9,14,0.82,1.2,6.5
61,30.442557,-97.627555,79.8,19.09,50.5,3.20,0.890,12.9,2.1,5.2,160,0.52,,0.188,51.7,14,0.81,1.7,6.7
62,30.442664,-97.627600,79.6,19.04,50.6,3.20,0.889,12.9,2.1,5.3,160,0.51,,0.177,52.5,14,0.75,0.9,6.6
63,30.442774,-97.627647,79.5,18.99,50.6,3.20,0.889,13.2,2.1,4.9,160,0.50,,0.174,51.7,14,0.77,1.0,6.3
64,30.442884,-97.627697,79.7,18.93,50.6,3.20,0.889,12.9,2.1,5.1,160,0.49,,0.181,51.3,14,0.80,1.5,6.8
65,30.442993,-97.627740,80.4,18.88,50.6,3.20,0.889,12.8,2.1,5.1,160,0.49,,0.193,52.1,14,0.78,0.9,6.7
66,30.443103,-97.627790,79.4,18.83,50.7,3.20,0.889,12.9,2.1,5.2,160,0.48,,0.191,51.5,14,0.85,1.8,6.9
67,30.443213,-97.627833,80.0,18.77,50.7,3.20,0.889,13.3,2.1,4.9,160,0.47,,0.166,51.8,14,0.84,1.0,6.1
68,30.443323,-97.627882,80.2,18.72,50.7,3.20,0.888,13.2,2.1,5.2,160,0.47,,0.182,51.5,14,0.76,1.6,6.3
69,30.443431,-97.627926,79.5,18.67,50.8,3.20,0.888,13.2,2.1,4.8,160,0.46,,0.195,51.8,14,0.77,1.8,6.4
70,30.443539,-97.627977,80.4,18.61,50.8,3.20,0.888,13.0,2.1,5.2,160,0.45,,0.171,52.5,14,0.82,2.0,6.5
71,30.443651,-97.628020,80.2,18.56,50.8,3.20,0.888,12.8,2.1,4.8,160,0.45,,0.188,51.4,14,0.77,1.8,6.8
72,30.443766,-97.628068,79.8,18.51,50.8,3.20,0.888,12.9,2.1,4.7,160,0.44,,0.163,52.5,14,0.79,2.1,6.8
73,30.443872,-97.628119,79.7,18.45,50.9,3.20,0.888,13.2,2.1,5.2,160,0.43,,0.200,52.2,14,0.77,1.6,6.2
74,30.443987,-97.628155,80.6,18.40,50.9,3.20,0.887,13.2,2.1,5.0,160,0.42,,0.188,51.3,14,0.83,2.3,6.4
75,30.444092,-97.628202,80.4,18.35,50.9,3.20,0.887,13.1,2.1,4.8,160,0.42,,0.177,51.3,14,0.76,1.3,6.2
76,30.444203,-97.628254,80.0,18.29,50.9,3.20,0.887,13.2,2.1,5.3,160,0.41,,0.181,51.9,14,0.84,1.5,6.7
77,30.444315,-97.628298,80.0,18.24,51.0,3.20,0.887,12.9,2.1,4.8,160,0.40,,0.164,51.7,14,0.82,1.2,6.5
78,30.444422,-97.628342,80.5,18.19,51.0,3.20,0.887,13.1,2.1,4.9,160,0.40,,0.180,51.6,14,0.79,0.9,6.1
79,30.444532,-97.628389,80.0,18.13,51.0,3.20,0.887,12.9,2.1,4.8,160,0.39,,0.174,52.5,14,0.81,1.3,6.3
80,30.444637,-97.628435,80.5,18.08,51.0,3.20,0.886,12.8,2.1,5.3,160,0.38,,0.188,51.4,14,0.79,1.8,6.8
81,30.444749,-97.628483,79.8,18.03,51.0,3.20,0.886,13.1,2.1,5.0,160,0.38,,0.168,51.2,14,0.81,0.8,6.7
82,30.444857,-97.628527,80.2,17.97,51.1,3.20,0.886,12.8,2.1,5.1,160,0.37,,0.200,52.4,14,0.82,2.0,6.7
83,30.444961,-97.628573,80.5,17.92,51.1,3.20,0.886,13.0,2.1,5.2,160,0.36,,0.161,52.8,14,0.76,1.5,6.7
84,30.445080,-97.628621,79.6,17.87,51.1,3.20,0.886,13.2,2.1,4.8,160,0.35,,0.197,51.9,14,0.78,1.1,6.3
85,30.445195,-97.628665,79.9,17.81,51.1,3.20,0.886,12.7,2.1,4.9,160,0.35,,0.161,52.2,14,0.77,1.5,6.8
86,30.445304,-97.628708,79.5,17.76,51.2,3.20,0.885,12.9,2.1,5.0,160,0.34,,0.181,51.5,14,0.83,1.2,6.4
87,30.445412,-97.628762,80.1,17.71,51.2,3.20,0.885,13.3,2.1,4.7,160,0.33,,0.162,51.6,14,0.79,0.9,6.7
88,30.445521,-97.628808,80.0,17.65,51.2,3.20,0.885,12.9,2.1,4.8,160,0.33,,0.189,52.1,14,0.76,1.2,6.3
89,30.445630,-97.628854,80.2,17.60,51.2,3.20,0.885,13.1,2.1,4.9,160,0.32,,0.175,51.6,14,0.78,1.3,6.4
90,30.445736,-97.628909,80.1,17.55,51.3,3.20,0.885,12.8,2.1,5.2,160,0.31,,0.178,51.5,14,0.77,1.6,6.4
91,30.445851,-97.628954,80.4,17.49,51.3,3.20,0.885,12.9,2.1,4.9,160,0.31,,0.163,52.2,14,0.82,1.1,6.7
92,30.445957,-97.628987,79.5,17.44,51.3,3.20,0.884,12.9,2.1,5.1,160,0.30,,0.174,51.6,14,0.80,0.8,6.5
93,30.446071,-97.629034,80.4,17.39,51.4,3.20,0.884,13.3,2.1,5.2,160,0.29,,0.193,52.5,14,0.77,0.9,6.2
94,30.446181,-97.629078,80.2,17.33,51.4,3.20,0.884,12.8,2.1,5.3,160,0.28,,0.165,52.2,14,0.75,1.3,6.7
95,30.446291,-97.629131,80.2,17.28,51.4,3.20,0.884,12.8,2.1,4.9,160,0.28,,0.169,52.5,14,0.77,0.8,6.4
96,30.446399,-97.629176,80.4,17.23,51.4,3.20,0.884,13.2,2.1,5.0,160,0.27,,0.179,52.5,14,0.83,0.9,6.7
97,30.446511,-97.629222,79.8,17.17,51.5,3.20,0.884,13.1,2.1,5.2,160,0.26,,0.164,51.8,14,0.83,1.1,6.6
98,30.446620,-97.629274,80.0,17.12,51.5,3.20,0.883,13.0,2.1,5.3,160,0.26,,0.162,51.9,14,0.82,1.5,6.2
99,30.446732,-97.629313,80.5,17.07,51.5,3.20,0.883,12.9,2.1,5.1,160,0.25,,0.194,52.7,14,0.82,1.5,6.4
100,30.446840,-97.629361,80.0,17.01,51.5,3.20,0.883,13.1,2.1,4.9,160,0.24,,0.179,51.4,14,0.81,1.6,6.3
101,30.446956,-97.629421,79.8,16.96,51.5,3.20,0.883,12.9,2.1,4.9,160,0.24,,0.160,51.4,14,0.85,1.3,6.9
102,30.447060,-97.629454,79.4,16.91,51.6,3.20,0.883,13.2,2.1,5.2,160,0.23,,0.188,51.6,14,0.76,0.8,6.9
103,30.447170,-97.629501,79.9,16.85,51.6,3.20,0.883,12.8,2.1,5.2,160,0.22,,0.164,52.0,14,0.78,1.3,6.6
104,30.447280,-97.629549,79.8,16.80,51.6,3.20,0.882,13.0,2.1,4.9,160,0.21,,0.177,52.3,14,0.85,1.7,6.3
105,30.447391,-97.629593,80.5,16.75,51.6,3.20,0.882,12.8,2.1,4.9,160,0.21,,0.188,52.4,14,0.82,2.1,6.7
106,30.447499,-97.629640,80.1,16.69,51.7,3.20,0.882,13.0,2.1,5.0,160,0.20,,0.164,51.8,14,0.79,1.0,6.1
107,30.447610,-97.629682,79.4,16.64,51.7,3.20,0.882,13.1,2.1,4.7,160,0.19,,0.184,51.6,14,0.76,2.2,6.7
108,30.447723,-97.629735,79.9,16.59,51.7,3.20,0.882,12.7,2.1,5.3,160,0.19,,0.168,51.9,14,0.79,1.1,6.3
109,30.447828,-97.629774,79.7,16.53,51.8,3.20,0.882,13.1,2.1,5.2,160,0.18,,0.179,51.9,14,0.78,1.3,6.2
110,30.447931,-97.629827,80.0,16.48,51.8,3.20,0.881,13.1,2.1,4.9,160,0.17,,0.196,52.0,14,0.83,0.8,6.2
111,30.448048,-97.629864,80.5,16.43,51.8,3.20,0.881,12.8,2.1,5.2,160,0.17,,0.172,52.7,14,0.80,2.1,6.7
112,30.448160,-97.629919,80.1,16.37,51.8,3.20,0.881,13.3,2.1,5.3,160,0.16,,0.194,51.5,14,0.77,2.2,6.9
113,30.448269,-97.629965,79.5,16.32,51.9,3.20,0.881,12.8,2.1,5.2,160,0.15,,0.169,51.8,14,0.84,1.2,6.4
114,30.448379,-97.630012,79.9,16.27,51.9,3.20,0.881,12.7,2.1,4.9,160,0.14,,0.164,52.0,14,0.80,0.8,6.2
115,30.448487,-97.630053,80.4,16.21,51.9,3.20,0.881,13.1,2.1,4.7,160,0.14,,0.189,52.6,14,0.84,1.7,6.2
116,30.448598,-97.630108,79.6,16.16,51.9,3.20,0.880,12.8,2.1,5.3,160,0.13,,0.176,51.3,14,0.79,1.8,6.6
117,30.448708,-97.630149,80.6,16.11,52.0,3.20,0.880,13.1,2.1,4.8,160,0.12,,0.173,52.4,14,0.77,1.9,6.6
118,30.448826,-97.630185,79.6,16.05,52.0,3.20,0.880,13.3,2.1,5.0,160,0.12,,0.164,51.2,14,0.83,1.3,6.7
119,30.448926,-97.630244,79.9,16.00,52.0,3.20,0.880,13.2,2.1,4.8,160,0.11,,0.196,51.5,14,0.80,1.4,6.9
