timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
13,30.417580,-97.631389,91.9,19.89,45.6,2.20,0.918,12.9,2.2,6.0,45,0.93,,0.170,52.7,14,0.81,1.2,7.5
14,30.417667,-97.631300,92.5,19.85,45.6,2.20,0.917,13.2,2.2,5.9,45,0.93,,0.177,51.9,14,0.76,1.6,7.5
15,30.417746,-97.631200,91.8,19.81,45.6,2.20,0.917,13.3,2.2,6.1,45,0.93,,0.183,51.6,14,0.84,1.8,7.6
16,30.417828,-97.631100,92.5,19.78,45.6,2.20,0.917,13.0,2.2,6.1,45,0.93,,0.188,52.5,14,0.78,1.0,7.9
17,30.417913,-97.631002,92.6,19.74,45.6,2.20,0.917,12.9,2.2,5.7,45,0.93,,0.172,52.4,14,0.79,0.9,7.2
18,30.417997,-97.630908,92.2,19.70,45.7,2.20,0.917,12.8,2.2,5.9,45,0.93,,0.182,51.7,14,0.82,1.1,7.7
19,30.418075,-97.630816,91.9,19.67,45.7,2.20,0.917,13.1,2.2,5.9,45,0.93,,0.197,52.4,14,0.78,2.1,7.6
20,30.418160,-97.630721,92.1,19.63,45.7,2.20,0.916,12.9,2.2,6.1,45,0.93,,0.197,52.0,14,0.82,1.7,7.4
21,30.418245,-97.630609,92.1,19.59,45.7,2.20,0.916,12.8,2.2,6.0,45,0.93,,0.191,51.8,14,0.79,2.2,7.6
22,30.418321,-97.630527,91.8,19.56,45.7,2.20,0.916,13.1,2.2,6.3,45,0.93,,0.193,51.6,14,0.84,1.8,7.2
23,30.418415,-97.630428,91.7,19.52,45.7,2.20,0.916,13.1,2.2,6.0,45,0.93,,0.160,52.7,14,0.76,2.0,7.5
24,30.418490,-97.630338,91.9,19.48,45.7,2.20,0.916,13.0,2.2,5.8,45,0.93,,0.171,51.2,14,0.79,2.1,7.7
25,30.418579,-97.630236,91.8,19.45,45.7,2.20,0.916,13.0,2.2,6.0,45,0.93,,0.180,52.5,14,0.77,1.7,7.6
26,30.418656,-97.630143,92.1,19.41,45.8,2.20,0.915,13.2,2.2,6.2,45,0.93,,0.194,52.1,14,0.81,1.8,7.3
27,30.418735,-97.630047,91.6,19.37,45.8,2.20,0.915,12.9,2.2,5.9,45,0.93,,0.198,51.5,14,0.80,0.8,7.1
28,30.418815,-97.629952,92.6,19.34,45.8,2.20,0.915,13.0,2.2,6.1,45,0.93,,0.195,51.4,14,0.83,0.9,7.8
29,30.418903,-97.629860,92.3,19.30,45.8,2.20,0.915,13.2,2.2,5.7,45,0.93,,0.163,51.9,14,0.76,2.2,7.2
30,30.418986,-97.629760,92.4,19.26,45.8,2.20,0.915,12.9,2.2,6.0,45,0.93,,0.193,51.3,14,0.78,1.3,7.7
31,30.419068,-97.629662,91.9,19.23,45.8,2.20,0.915,12.8,2.2,6.1,45,0.93,,0.177,52.2,14,0.75,1.6,7.9
32,30.419151,-97.629568,91.6,19.19,45.8,2.20,0.914,13.0,2.2,5.9,45,0.93,,0.167,51.7,14,0.83,1.7,7.3
33,30.419226,-97.629479,92.6,19.15,45.9,2.20,0.914,12.8,2.2,6.1,45,0.93,,0.165,51.6,14,0.76,1.6,7.6
34,30.419315,-97.629384,91.6,19.12,45.9,2.20,0.914,12.9,2.2,5.8,45,0.93,,0.199,51.3,14,0.83,1.3,7.8
35,30.419396,-97.629280,92.5,19.08,45.9,2.20,0.914,13.1,2.2,6.2,45,0.93,,0.162,52.3,14,0.75,1.7,7.4
36,30.419485,-97.629181,92.0,19.04,45.9,2.20,0.914,13.1,2.2,5.8,45,0.93,,0.179,51.9,14,0.84,2.2,7.3
37,30.419564,-97.629089,91.9,19.01,45.9,2.20,0.914,12.9,2.2,6.3,45,0.93,,0.194,51.5,14,0.83,2.0,7.8
38,30.419640,-97.628989,91.6,18.97,45.9,2.20,0.913,13.1,2.2,5.8,45,0.93,,0.183,51.3,14,0.81,1.1,7.1
39,30.419731,-97.628899,92.3,18.93,45.9,2.20,0.913,13.1,2.2,5.9,45,0.93,,0.176,52.1,14,0.77,1.8,7.2
40,30.419814,-97.628801,92.1,18.90,45.9,2.20,0.913,13.1,2.2,6.0,45,0.93,,0.177,52.6,14,0.80,1.5,7.3
41,30.419895,-97.628714,91.5,18.86,46.0,2.20,0.913,13.2,2.2,6.1,45,0.93,,0.200,52.6,14,0.80,1.8,7.4
42,30.419977,-97.628606,92.3,18.82,46.0,2.20,0.913,12.7,2.2,5.8,45,0.93,,0.194,52.2,14,0.82,1.7,7.2
43,30.420059,-97.628515,92.0,18.79,46.0,2.20,0.913,13.0,2.2,6.3,45,0.93,,0.178,52.3,14,0.82,0.9,7.9
44,30.420135,-97.628413,91.8,18.75,46.0,2.20,0.912,13.1,2.2,6.1,45,0.93,,0.188,51.6,14,0.77,1.0,7.4
45,30.420229,-97.628325,91.9,18.71,46.0,2.20,0.912,13.1,2.2,6.3,45,0.93,,0.166,51.8,14,0.84,1.3,7.7
46,30.420310,-97.628231,91.8,18.68,46.0,2.20,0.912,13.2,2.2,5.9,45,0.93,,0.167,52.4,14,0.77,1.8,7.7
47,30.420392,-97.628133,92.3,18.64,46.0,2.20,0.912,12.9,2.2,6.0,45,0.93,,0.184,51.6,14,0.83,2.1,7.8
48,30.420471,-97.628037,92.1,18.60,46.1,2.20,0.912,13.0,2.2,5.9,45,0.93,,0.163,52.6,14,0.85,1.6,7.7
49,30.420568,-97.627950,91.5,18.57,46.1,2.20,0.912,12.9,2.2,6.0,45,0.93,,0.185,51.5,14,0.80,1.2,7.1
50,30.420640,-97.627847,92.2,18.53,46.1,2.20,0.911,13.2,2.2,6.1,45,0.93,,0.169,51.7,14,0.77,1.5,7.7
51,30.420710,-97.627755,91.4,18.49,46.1,2.20,0.911,12.7,2.2,6.1,45,0.93,,0.185,52.1,14,0.78,1.0,7.7
52,30.420806,-97.627644,91.5,18.46,46.1,2.20,0.911,13.2,2.2,5.8,45,0.93,,0.194,52.5,14,0.82,2.2,7.9
53,30.420890,-97.627561,91.6,18.42,46.1,2.20,0.911,13.2,2.2,5.8,45,0.93,,0.168,52.6,14,0.79,1.9,7.3
54,30.420979,-97.627454,92.4,18.38,46.1,2.20,0.911,13.3,2.2,6.0,45,0.93,,0.191,51.8,14,0.76,1.1,7.5
55,30.421050,-97.627367,91.5,18.35,46.1,2.20,0.911,13.0,2.2,5.9,45,0.93,,0.161,51.3,14,0.79,2.3,7.7
56,30.421132,-97.627259,92.0,18.31,46.2,2.20,0.910,12.7,2.2,6.2,45,0.93,,0.187,52.5,14,0.83,2.2,7.7
57,30.421219,-97.627165,91.4,18.27,46.2,2.20,0.910,12.8,2.2,6.0,45,0.93,,0.171,52.0,14,0.78,1.7,7.3
58,30.421296,-97.627077,92.5,18.24,46.2,2.20,0.910,13.2,2.2,5.9,45,0.93,,0.194,52.5,14,0.79,2.1,7.2
59,30.421387,-97.626980,92.4,18.20,46.2,2.20,0.910,12.9,2.2,5.8,45,0.93,,0.189,51.7,14,0.76,1.2,7.4
60,30.421461,-97.626893,92.1,18.16,46.2,2.20,0.910,12.9,2.2,6.0,45,0.93,,0.196,51.3,14,0.78,1.0,7.6
61,30.421560,-97.626794,92.0,18.13,46.2,2.20,0.910,13.0,2.2,5.7,45,0.93,,0.187,51.4,14,0.77,1.7,7.5
62,30.421633,-97.626696,92.5,18.09,46.2,2.20,0.909,13.3,2.2,6.0,45,0.93,,0.189,52.7,14,0.84,0.7,7.2
63,30.421716,-97.626603,92.4,18.05,46.3,2.20,0.909,12.9,2.2,5.7,45,0.93,,0.173,52.1,14,0.84,0.8,7.4
64,30.421799,-97.626501,92.3,18.02,46.3,2.20,0.909,12.9,2.2,5.8,45,0.93,,0.198,51.2,14,0.78,2.2,7.4
65,30.421881,-97.626404,92.2,17.98,46.3,2.20,0.909,12.9,2.2,6.1,45,0.93,,0.172,51.8,14,0.82,1.9,7.6
66,30.421963,-97.626314,91.5,17.94,46.3,2.20,0.909,12.9,2.2,6.0,45,0.93,,0.165,51.3,14,0.79,1.3,7.4
67,30.422047,-97.626221,91.6,17.91,46.3,2.20,0.909,13.1,2.2,6.0,45,0.93,,0.171,52.8,14,0.79,1.5,7.7
68,30.422129,-97.626120,91.8,17.87,46.3,2.20,0.908,12.9,2.2,5.9,45,0.93,,0.163,52.6,14,0.77,1.8,7.2
69,30.422212,-97.626026,92.1,17.83,46.3,2.20,0.908,12.9,2.2,6.0,45,0.93,,0.182,51.2,14,0.80,1.1,7.4
70,30.422299,-97.625932,91.5,17.80,46.3,2.20,0.908,13.2,2.2,6.0,45,0.93,,0.176,52.4,14,0.83,2.2,7.8
71,30.422378,-97.625832,92.0,17.76,46.4,2.20,0.908,13.0,2.2,6.1,45,0.93,,0.172,51.4,14,0.80,2.1,7.9
72,30.422456,-97.625747,91.9,17.72,46.4,2.20,0.908,13.2,2.2,6.3,45,0.93,,0.181,52.5,14,0.83,2.3,7.9
73,30.422542,-97.625641,91.8,17.69,46.4,2.20,0.908,13.2,2.2,6.3,45,0.93,,0.173,52.7,14,0.81,0.8,7.8
74,30.422625,-97.625547,91.7,17.65,46.4,2.20,0.907,12.8,2.2,5.9,45,0.93,,0.170,51.8,14,0.77,1.8,7.8
75,30.422702,-97.625454,92.0,17.61,46.4,2.20,0.907,12.7,2.2,5.7,45,0.93,,0.167,52.5,14,0.84,1.4,7.8
76,30.422793,-97.625364,92.4,17.58,46.4,2.20,0.907,12.9,2.2,5.8,45,0.93,,0.198,51.4,14,0.75,1.4,7.8
77,30.422875,-97.625260,92.0,17.54,46.4,2.20,0.907,12.8,2.2,5.8,45,0.93,,0.192,51.9,14,0.77,1.5,7.3
78,30.422968,-97.625171,92.2,17.50,46.5,2.20,0.907,13.1,2.2,5.9,45,0.93,,0.187,51.6,14,0.77,2.0,7.4
79,30.423035,-97.625066,91.7,17.47,46.5,2.20,0.907,12.9,2.2,5.8,45,0.93,,0.186,51.6,14,0.75,1.4,7.4
80,30.423120,-97.624967,92.0,17.43,46.5,2.20,0.906,12.8,2.2,5.9,45,0.93,,0.195,51.5,14,0.81,1.1,7.3
81,30.423199,-97.624877,91.9,17.39,46.5,2.20,0.906,12.9,2.2,6.1,45,0.93,,0.174,51.3,14,0.78,2.2,7.3
82,30.423283,-97.624775,92.4,17.36,46.5,2.20,0.906,13.0,2.2,5.9,45,0.93,,0.194,51.7,14,0.78,0.8,7.5
83,30.423370,-97.624685,92.5,17.32,46.5,2.20,0.906,13.1,2.2,5.9,45,0.93,,0.165,51.2,14,0.79,1.4,7.3
84,30.423451,-97.624588,92.1,17.28,46.5,2.20,0.906,13.2,2.2,5.8,45,0.93,,0.165,52.1,14,0.76,1.6,7.5
85,30.423532,-97.624497,92.0,17.25,46.5,2.20,0.906,12.7,2.2,6.0,45,0.93,,0.184,51.5,14,0.78,1.0,7.7
86,30.423616,-97.624396,91.8,17.21,46.6,2.20,0.905,13.0,2.2,6.0,45,0.93,,0.171,51.9,14,0.79,1.8,7.2
87,30.423703,-97.624304,91.8,17.17,46.6,2.20,0.905,13.3,2.2,5.9,45,0.93,,0.186,51.5,14,0.78,2.2,7.9
88,30.423774,-97.624207,92.2,17.14,46.6,2.20,0.905,12.8,2.2,5.7,45,0.93,,0.194,51.2,14,0.79,1.1,7.2
89,30.423869,-97.624109,92.5,17.10,46.6,2.20,0.905,13.0,2.2,6.3,45,0.93,,0.191,52.6,14,0.84,1.2,7.3
90,30.423949,-97.624014,91.4,17.06,46.6,2.20,0.905,12.7,2.2,5.8,45,0.93,,0.187,52.6,14,0.84,1.7,7.6
91,30.424027,-97.623925,91.4,17.03,46.6,2.20,0.905,13.0,2.2,5.9,45,0.93,,0.186,52.4,14,0.84,1.4,7.4
92,30.424116,-97.623824,92.5,16.99,46.6,2.20,0.904,13.2,2.2,5.9,45,0.93,,0.181,52.3,14,0.79,1.6,7.5
93,30.424202,-97.623720,92.5,16.95,46.7,2.20,0.904,13.0,2.2,5.7,45,0.93,,0.195,51.6,14,0.77,1.3,7.2
94,30.424280,-97.623632,92.2,16.92,46.7,2.20,0.904,13.2,2.2,5.8,45,0.93,,0.172,51.3,14,0.83,0.8,7.4
95,30.424362,-97.623536,92.0,16.88,46.7,2.20,0.904,13.1,2.2,5.9,45,0.93,,0.184,51.4,14,0.82,2.2,7.4
96,30.424449,-97.623436,91.8,16.84,46.7,2.20,0.904,13.2,2.2,6.0,45,0.93,,0.170,51.9,14,0.81,0.7,7.3
97,30.424522,-97.623332,92.5,16.81,46.7,2.20,0.904,13.1,2.2,6.1,45,0.93,,0.163,51.7,14,0.79,1.4,7.5
98,30.424608,-97.623257,92.0,16.77,46.7,2.20,0.903,13.0,2.2,5.7,45,0.93,,0.199,52.7,14,0.78,1.6,7.7
99,30.424694,-97.623151,91.7,16.73,46.7,2.20,0.903,13.1,2.2,5.7,45,0.93,,0.189,51.8,14,0.77,1.4,7.6
100,30.424769,-97.623056,92.0,16.70,46.7,2.20,0.903,13.1,2.2,5.7,45,0.93,,0.195,52.5,14,0.82,1.2,7.4
101,30.424858,-97.622965,91.7,16.66,46.8,2.20,0.903,13.0,2.2,6.0,45,0.93,,0.177,52.4,14,0.80,0.9,7.8
102,30.424943,-97.622868,92.0,16.62,46.8,2.20,0.903,12.8,2.2,6.0,45,0.93,,0.174,52.2,14,0.76,2.1,7.2
103,30.425024,-97.622768,92.2,16.59,46.8,2.20,0.903,13.0,2.2,5.8,45,0.93,,0.170,51.3,14,0.82,1.6,7.6
104,30.425106,-97.622673,92.3,16.55,46.8,2.20,0.902,12.8,2.2,5.7,45,0.93,,0.163,52.3,14,0.78,1.3,7.2
105,30.425186,-97.622577,92.2,16.51,46.8,2.20,0.902,13.0,2.2,5.9,45,0.93,,0.194,51.5,14,0.76,1.8,7.1
106,30.425268,-97.622483,92.0,16.48,46.8,2.20,0.902,13.0,2.2,6.0,45,0.93,,0.189,52.8,14,0.82,1.2,7.5
107,30.425355,-97.622386,91.4,16.44,46.8,2.20,0.902,13.0,2.2,6.2,45,0.93,,0.194,52.1,14,0.76,2.0,7.3
108,30.425428,-97.622295,92.2,16.40,46.9,2.20,0.902,13.0,2.2,6.2,45,0.93,,0.194,51.4,14,0.83,2.3,7.6
109,30.425526,-97.622185,92.4,16.37,46.9,2.20,0.902,12.7,2.2,6.0,45,0.93,,0.199,52.3,14,0.79,1.3,7.4
110,30.425604,-97.622099,92.5,16.33,46.9,2.20,0.901,12.9,2.2,6.2,45,0.93,,0.171,51.5,14,0.83,1.8,7.3
111,30.425689,-97.622005,92.5,16.29,46.9,2.20,0.901,13.0,2.2,5.8,45,0.93,,0.163,52.4,14,0.85,2.1,7.1
112,30.425774,-97.621918,91.6,16.26,46.9,2.20,0.901,12.9,2.2,6.0,45,0.93,,0.162,51.2,14,0.84,1.1,7.1
113,30.425861,-97.621816,92.4,16.22,46.9,2.20,0.901,13.2,2.2,6.1,45,0.93,,0.179,52.0,14,0.79,1.5,7.5
114,30.425935,-97.621716,91.8,16.18,46.9,2.20,0.901,12.9,2.2,5.9,45,0.93,,0.177,51.8,14,0.77,1.2,7.5
115,30.426014,-97.621611,92.5,16.15,46.9,2.20,0.901,13.0,2.2,5.8,45,0.93,,0.195,51.6,14,0.76,1.9,7.9
116,30.426103,-97.621520,92.1,16.11,47.0,2.20,0.900,13.2,2.2,5.7,45,0.93,,0.182,52.4,14,0.82,1.5,7.8
117,30.426187,-97.621428,91.9,16.07,47.0,2.20,0.900,12.8,2.2,6.2,45,0.93,,0.182,52.1,14,0.78,2.3,7.7
118,30.426265,-97.621329,92.2,16.04,47.0,2.20,0.900,13.0,2.2,6.1,45,0.93,,0.166,52.6,14,0.77,1.3,7.6
119,30.426344,-97.621232,92.2,16.00,47.0,2.20,0.900,12.9,2.2,6.3,45,0.93,,0.161,52.6,14,0.77,0.9,7.9
