timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
15,30.416373,-97.629573,86.1,30.47,44.8,2.00,0.920,12.2,2.9,5.1,30,0.93,1337,0.565,69.3,14,0.84,0.7,6.8
16,30.416472,-97.629507,85.4,30.43,44.8,2.00,0.920,12.0,2.9,5.0,30,0.93,1321,0.559,68.4,14,0.80,1.1,6.4
17,30.416561,-97.629449,86.4,30.40,44.8,2.00,0.920,12.0,2.9,5.1,30,0.93,1325,0.559,68.2,14,0.85,1.4,6.6
18,30.416653,-97.629390,86.1,30.37,44.8,2.00,0.920,12.2,2.9,5.3,30,0.93,1339,0.559,68.1,14,0.83,1.8,6.2
19,30.416752,-97.629324,85.7,30.33,44.8,2.00,0.920,11.8,2.9,5.0,30,0.93,1323,0.562,68.7,14,0.79,1.6,6.3
20,30.416836,-97.629259,85.9,30.30,44.8,2.00,0.920,12.2,2.9,5.3,30,0.93,1339,0.596,68.5,14,0.77,2.2,6.9
21,30.416931,-97.629192,86.5,30.27,44.9,2.00,0.920,12.2,2.9,5.1,30,0.93,1331,0.599,69.1,14,0.83,1.8,6.5
22,30.417031,-97.629136,86.0,30.23,44.9,2.00,0.920,11.9,2.9,4.7,30,0.93,1330,0.594,68.1,14,0.84,2.1,6.7
23,30.417120,-97.629075,85.8,30.20,44.9,2.00,0.920,12.1,2.9,4.7,30,0.93,1323,0.588,69.4,14,0.80,1.4,6.9
24,30.417220,-97.629019,86.2,30.17,44.9,2.00,0.919,12.1,2.9,5.0,30,0.93,1332,0.585,68.1,14,0.84,2.1,6.3
25,30.417307,-97.628963,85.5,30.13,44.9,2.00,0.919,12.0,2.9,5.1,30,0.93,1327,0.584,68.8,14,0.77,1.5,6.8
26,30.417406,-97.628884,86.1,30.10,44.9,2.00,0.919,11.7,2.9,5.0,30,0.93,1336,0.579,68.3,14,0.76,1.9,6.7
27,30.417487,-97.628822,85.9,30.07,44.9,2.00,0.919,12.2,2.9,4.9,30,0.93,1327,0.602,69.6,14,0.84,1.8,6.6
28,30.417590,-97.628766,86.2,30.03,44.9,2.00,0.919,12.2,2.9,5.2,30,0.93,1325,0.573,68.5,14,0.78,1.3,6.6
29,30.417682,-97.628700,86.0,30.00,45.0,2.00,0.919,12.0,2.9,5.0,30,0.93,1330,0.581,68.2,14,0.76,1.5,6.2
30,30.417774,-97.628648,86.3,29.97,45.0,2.00,0.919,12.3,2.9,4.9,30,0.93,1323,0.586,68.8,14,0.82,2.2,6.6
31,30.417871,-97.628582,86.3,29.93,45.0,2.00,0.919,11.8,2.9,5.1,30,0.93,1334,0.580,68.6,14,0.76,1.4,6.6
32,30.417966,-97.628515,86.5,29.90,45.0,2.00,0.919,12.2,2.9,5.0,30,0.93,1327,0.578,68.9,14,0.77,1.0,6.7
33,30.418053,-97.628449,86.1,29.87,45.0,2.00,0.919,12.2,2.9,5.3,30,0.93,1319,0.595,68.8,14,0.76,1.2,6.1
34,30.418155,-97.628386,85.4,29.83,45.0,2.00,0.918,12.2,2.9,4.7,30,0.93,1333,0.611,69.5,14,0.79,0.8,6.7
35,30.418248,-97.628318,86.5,29.80,45.0,2.00,0.918,12.1,2.9,4.8,30,0.93,1331,0.594,69.2,14,0.82,1.6,6.4
36,30.418339,-97.628271,85.6,29.77,45.0,2.00,0.918,12.1,2.9,5.1,30,0.93,1339,0.607,69.7,14,0.81,1.5,6.6
37,30.418427,-97.628203,86.4,29.73,45.0,2.00,0.918,11.7,2.9,4.9,30,0.93,1330,0.607,68.9,14,0.77,1.6,6.3
38,30.418524,-97.628138,86.1,29.70,45.1,2.00,0.918,11.8,2.9,4.8,30,0.93,1331,0.618,68.6,14,0.78,0.9,6.8
39,30.418616,-97.628078,86.4,29.67,45.1,2.00,0.918,12.0,2.9,5.2,30,0.93,1328,0.605,69.5,14,0.76,0.8,6.4
40,30.418710,-97.628006,85.7,29.63,45.1,2.00,0.918,11.8,2.9,5.3,30,0.93,1329,0.619,69.9,14,0.84,2.1,6.6
41,30.418806,-97.627948,86.0,29.60,45.1,2.00,0.918,12.1,2.9,5.1,30,0.93,1324,0.604,69.5,14,0.84,1.8,6.1
42,30.418890,-97.627891,86.0,29.57,45.1,2.00,0.918,11.8,2.9,4.7,30,0.93,1336,0.607,69.2,14,0.79,2.1,6.8
43,30.418985,-97.627834,85.8,29.53,45.1,2.00,0.918,12.2,2.9,4.9,30,0.93,1342,0.597,69.9,14,0.78,2.1,6.7
44,30.419084,-97.627753,85.6,29.50,45.1,2.00,0.917,11.7,2.9,5.1,30,0.93,1336,0.613,69.3,14,0.84,0.8,6.6
45,30.419179,-97.627701,86.4,29.47,45.1,2.00,0.917,12.3,2.9,5.1,30,0.93,1327,0.626,69.1,14,0.79,2.3,6.8
46,30.419271,-97.627647,86.1,29.43,45.1,2.00,0.917,11.7,2.9,5.0,30,0.93,1324,0.609,69.9,14,0.79,1.8,6.7
47,30.419367,-97.627574,86.5,29.40,45.2,2.00,0.917,12.2,2.9,4.9,30,0.93,1339,0.611,69.2,14,0.83,1.2,6.5
48,30.419458,-97.627517,86.4,29.37,45.2,2.00,0.917,11.9,2.9,4.8,30,0.93,1328,0.621,69.5,14,0.77,1.7,6.1
49,30.419555,-97.627454,86.4,29.33,45.2,2.00,0.917,12.0,2.9,5.3,30,0.93,1335,0.621,69.6,14,0.83,1.2,6.1
50,30.419642,-97.627391,86.0,29.30,45.2,2.00,0.917,12.0,2.9,4.9,30,0.93,1331,0.621,70.2,14,0.80,0.9,6.5
51,30.419740,-97.627323,86.0,29.27,45.2,2.00,0.917,11.9,2.9,5.0,30,0.93,1319,0.619,69.2,14,0.80,1.1,6.2
52,30.419833,-97.627262,86.4,29.23,45.2,2.00,0.917,12.2,2.9,4.9,30,0.93,1338,0.621,69.8,14,0.78,1.6,6.9
53,30.419928,-97.627200,85.5,29.20,45.2,2.00,0.917,11.9,2.9,5.0,30,0.93,1333,0.619,70.3,14,0.79,2.0,6.2
54,30.420020,-97.627138,86.4,29.17,45.2,2.00,0.916,12.0,2.9,4.9,30,0.93,1335,0.604,70.4,14,0.79,2.1,6.6
55,30.420115,-97.627074,86.2,29.13,45.3,2.00,0.916,12.3,2.9,5.2,30,0.93,1322,0.624,69.8,14,0.78,2.0,6.1
56,30.420202,-97.627005,86.4,29.10,45.3,2.00,0.916,11.9,2.9,5.0,30,0.93,1339,0.620,69.6,14,0.80,1.8,6.5
57,30.420293,-97.626955,86.5,29.07,45.3,2.00,0.916,12.1,2.9,5.0,30,0.93,1334,0.637,70.6,14,0.80,1.9,6.5
58,30.420394,-97.626891,85.6,29.03,45.3,2.00,0.916,11.7,2.9,5.3,30,0.93,1330,0.649,69.6,14,0.85,1.9,6.9
59,30.420487,-97.626831,85.5,29.00,45.3,2.00,0.916,12.1,2.9,5.1,30,0.93,1331,0.611,70.1,14,0.84,1.0,6.4
60,30.420589,-97.626756,86.0,28.97,45.3,2.00,0.916,11.8,2.9,4.8,30,0.93,1335,0.629,70.5,14,0.77,0.7,6.4
61,30.420673,-97.626704,86.0,28.93,45.3,2.00,0.916,12.2,2.9,5.3,30,0.93,1338,0.628,69.9,14,0.78,1.2,6.8
62,30.420767,-97.626647,85.7,28.90,45.3,2.00,0.916,11.7,2.9,5.0,30,0.93,1323,0.644,70.4,14,0.83,2.1,6.6
63,30.420856,-97.626578,86.6,28.87,45.3,2.00,0.916,12.3,2.9,4.9,30,0.93,1334,0.641,69.9,14,0.83,1.4,6.7
64,30.420955,-97.626516,86.4,28.83,45.4,2.00,0.915,11.9,2.9,5.1,30,0.93,1322,0.647,69.5,14,0.78,2.1,6.2
65,30.421046,-97.626452,86.3,28.80,45.4,2.00,0.915,12.3,2.9,5.0,30,0.93,1336,0.637,70.4,14,0.81,1.3,6.3
66,30.421138,-97.626391,86.4,28.77,45.4,2.00,0.915,12.1,2.9,5.2,30,0.93,1320,0.650,70.5,14,0.78,2.2,6.4
67,30.421236,-97.626326,86.1,28.73,45.4,2.00,0.915,12.1,2.9,5.0,30,0.93,1321,0.635,69.7,14,0.77,1.7,6.8
68,30.421325,-97.626264,85.5,28.70,45.4,2.00,0.915,12.0,2.9,4.9,30,0.93,1319,0.651,70.2,14,0.78,0.9,6.9
69,30.421423,-97.626197,85.4,28.67,45.4,2.00,0.915,12.1,2.9,5.2,30,0.93,1333,0.632,69.6,14,0.84,2.0,6.8
70,30.421516,-97.626141,86.2,28.63,45.4,2.00,0.915,12.2,2.9,5.2,30,0.93,1338,0.637,70.9,14,0.83,1.3,6.7
71,30.421608,-97.626078,85.5,28.60,45.4,2.00,0.915,11.9,2.9,5.0,30,0.93,1340,0.638,70.8,14,0.83,1.1,6.6
72,30.421703,-97.626014,86.1,28.57,45.5,2.00,0.915,12.3,2.9,5.2,30,0.93,1322,0.663,71.0,14,0.80,0.9,6.4
73,30.421790,-97.625954,85.6,28.53,45.5,2.00,0.915,11.9,2.9,5.2,30,0.93,1326,0.655,70.9,14,0.83,1.9,6.5
74,30.421891,-97.625887,86.4,28.50,45.5,2.00,0.914,12.1,2.9,5.2,30,0.93,1336,0.653,70.0,14,0.79,0.8,6.9
75,30.421980,-97.625830,85.6,28.47,45.5,2.00,0.914,12.2,2.9,4.8,30,0.93,1341,0.661,70.7,14,0.84,1.8,6.3
76,30.422076,-97.625758,85.9,28.43,45.5,2.00,0.914,11.7,2.9,4.7,30,0.93,1329,0.657,70.1,14,0.81,1.3,6.9
77,30.422169,-97.625701,86.5,28.40,45.5,2.00,0.914,11.9,2.9,5.1,30,0.93,1340,0.646,70.3,14,0.83,1.1,6.5
78,30.422268,-97.625642,86.5,28.37,45.5,2.00,0.914,12.1,2.9,5.2,30,0.93,1329,0.645,70.2,14,0.75,2.2,6.1
79,30.422358,-97.625575,85.4,28.33,45.5,2.00,0.914,12.0,2.9,4.8,30,0.93,1336,0.660,70.4,14,0.79,1.3,6.7
80,30.422442,-97.625515,86.1,28.30,45.5,2.00,0.914,12.2,2.9,4.9,30,0.93,1336,0.645,70.7,14,0.77,2.2,6.4
81,30.422545,-97.625450,85.8,28.27,45.6,2.00,0.914,12.3,2.9,5.0,30,0.93,1338,0.679,70.9,14,0.80,1.1,6.4
82,30.422647,-97.625387,86.3,28.23,45.6,2.00,0.914,11.9,2.9,5.1,30,0.93,1341,0.674,70.7,14,0.81,1.0,6.5
83,30.422732,-97.625327,86.3,28.20,45.6,2.00,0.914,12.0,2.9,5.0,30,0.93,1324,0.663,71.3,14,0.84,1.9,6.3
84,30.422825,-97.625262,86.0,28.17,45.6,2.00,0.913,11.9,2.9,4.7,30,0.93,1328,0.652,70.0,14,0.81,1.3,6.7
85,30.422923,-97.625200,85.9,28.13,45.6,2.00,0.913,12.0,2.9,5.3,30,0.93,1336,0.649,71.2,14,0.80,0.8,6.9
86,30.423012,-97.625138,86.5,28.10,45.6,2.00,0.913,11.8,2.9,5.2,30,0.93,1328,0.666,70.4,14,0.85,1.9,6.8
87,30.423109,-97.625076,86.5,28.07,45.6,2.00,0.913,12.1,2.9,5.1,30,0.93,1335,0.664,71.6,14,0.83,1.6,6.4
88,30.423201,-97.625005,86.2,28.03,45.6,2.00,0.913,12.0,2.9,5.2,30,0.93,1337,0.663,70.7,14,0.83,1.5,6.8
89,30.423300,-97.624950,86.0,28.00,45.6,2.00,0.913,12.1,2.9,5.2,30,0.93,1327,0.668,71.2,14,0.84,1.7,6.6
90,30.423389,-97.624888,86.5,27.97,45.7,2.00,0.913,12.1,2.9,4.7,30,0.93,1340,0.672,70.8,14,0.82,1.6,6.8
91,30.423484,-97.624837,85.9,27.93,45.7,2.00,0.913,11.8,2.9,4.9,30,0.93,1338,0.668,71.2,14,0.84,2.1,6.4
92,30.423576,-97.624764,86.2,27.90,45.7,2.00,0.913,11.7,2.9,5.3,30,0.93,1323,0.682,71.0,14,0.80,2.0,6.6
93,30.423668,-97.624696,85.9,27.87,45.7,2.00,0.913,12.2,2.9,5.0,30,0.93,1326,0.660,71.5,14,0.81,2.0,6.6
94,30.423762,-97.624640,85.7,27.83,45.7,2.00,0.912,12.0,2.9,5.0,30,0.93,1336,0.660,71.7,14,0.83,1.1,6.7
95,30.423860,-97.624576,86.1,27.80,45.7,2.00,0.912,12.0,2.9,5.1,30,0.93,1331,0.668,71.7,14,0.76,1.0,6.9
96,30.423947,-97.624514,86.4,27.77,45.7,2.00,0.912,11.8,2.9,5.0,30,0.93,1322,0.691,70.5,14,0.80,2.0,6.5
97,30.424040,-97.624447,86.0,27.73,45.7,2.00,0.912,12.1,2.9,4.7,30,0.93,1328,0.683,71.9,14,0.76,1.6,6.3
98,30.424134,-97.624383,86.4,27.70,45.8,2.00,0.912,11.8,2.9,4.9,30,0.93,1339,0.663,71.0,14,0.77,1.7,6.7
99,30.424224,-97.624331,86.2,27.67,45.8,2.00,0.912,12.3,2.9,5.0,30,0.93,1331,0.697,71.3,14,0.82,1.1,6.7
100,30.424321,-97.624261,86.3,27.63,45.8,2.00,0.912,12.2,2.9,4.8,30,0.93,1323,0.686,71.0,14,0.81,1.2,6.6
101,30.424420,-97.624201,86.3,27.60,45.8,2.00,0.912,12.1,2.9,5.0,30,0.93,1341,0.701,71.1,14,0.77,1.4,6.4
102,30.424505,-97.624147,85.6,27.57,45.8,2.00,0.912,12.0,2.9,4.8,30,0.93,1325,0.684,71.7,14,0.82,1.9,6.7
103,30.424600,-97.624075,86.1,27.53,45.8,2.00,0.912,11.8,2.9,4.8,30,0.93,1335,0.675,71.9,14,0.78,0.8,6.4
104,30.424694,-97.624015,86.1,27.50,45.8,2.00,0.911,12.0,2.9,4.9,30,0.93,1337,0.697,71.2,14,0.76,1.9,6.1
105,30.424802,-97.623948,85.9,27.47,45.8,2.00,0.911,12.1,2.9,5.3,30,0.93,1321,0.686,70.9,14,0.79,1.1,6.8
106,30.424885,-97.623879,85.7,27.43,45.8,2.00,0.911,12.2,2.9,4.9,30,0.93,1324,0.708,71.0,14,0.78,2.1,6.4
107,30.424975,-97.623836,86.3,27.40,45.9,2.00,0.911,12.2,2.9,4.8,30,0.93,1321,0.704,72.0,14,0.76,1.1,6.1
108,30.425059,-97.623762,86.4,27.37,45.9,2.00,0.911,11.7,2.9,5.1,30,0.93,1334,0.687,71.7,14,0.83,1.4,6.6
109,30.425160,-97.623693,86.0,27.33,45.9,2.00,0.911,11.9,2.9,5.2,30,0.93,1342,0.677,71.5,14,0.81,1.8,6.7
110,30.425257,-97.623637,85.4,27.30,45.9,2.00,0.911,12.3,2.9,5.2,30,0.93,1323,0.682,70.9,14,0.77,1.9,6.8
111,30.425350,-97.623574,86.3,27.27,45.9,2.00,0.911,12.2,2.9,4.9,30,0.93,1337,0.681,72.4,14,0.82,1.8,6.4
112,30.425445,-97.623515,85.5,27.23,45.9,2.00,0.911,11.9,2.9,4.8,30,0.93,1341,0.706,72.0,14,0.80,0.8,6.4
113,30.425533,-97.623447,85.5,27.20,45.9,2.00,0.911,11.8,2.9,5.2,30,0.93,1334,0.719,71.3,14,0.81,2.1,6.5
114,30.425631,-97.623387,86.5,27.17,45.9,2.00,0.910,12.2,2.9,4.9,30,0.93,1332,0.721,72.5,14,0.83,1.8,6.2
115,30.425725,-97.623325,85.9,27.13,46.0,2.00,0.910,11.9,2.9,5.2,30,0.93,1333,0.716,71.7,14,0.80,2.0,6.9
116,30.425818,-97.623263,86.0,27.10,46.0,2.00,0.910,12.2,2.9,5.1,30,0.93,1333,0.725,71.9,14,0.78,1.9,6.4
117,30.425911,-97.623196,86.4,27.07,46.0,2.00,0.910,12.2,2.9,5.2,30,0.93,1319,0.726,71.9,14,0.80,1.4,6.7
118,30.426005,-97.623139,86.4,27.03,46.0,2.00,0.910,11.9,2.9,4.8,30,0.93,1332,0.704,72.4,14,0.77,2.3,6.3
119,30.426089,-97.623074,86.1,27.00,46.0,2.00,0.910,12.2,2.9,4.9,30,0.93,1321,0.712,71.2,14,0.84,1.4,6.8
