timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
17,30.422389,-97.683215,76.0,19.08,54.6,4.40,0.837,12.8,2.1,5.8,45,0.90,,0.184,51.3,14,0.81,1.4,7.5
18,30.422296,-97.683297,76.6,19.01,54.6,4.40,0.837,13.0,2.1,6.0,45,0.90,,0.168,52.2,14,0.76,1.2,7.4
19,30.422215,-97.683406,76.4,18.93,54.7,4.40,0.837,12.8,2.1,6.0,45,0.90,,0.192,51.5,14,0.78,2.1,7.8
20,30.422131,-97.683491,76.2,18.86,54.7,4.40,0.836,12.8,2.1,5.8,45,0.90,,0.194,51.4,14,0.85,1.6,7.7
21,30.422055,-97.683590,76.4,18.79,54.8,4.40,0.836,13.2,2.1,6.2,45,0.90,,0.187,51.8,14,0.80,1.2,7.6
22,30.421974,-97.683683,76.2,18.71,54.8,4.40,0.836,13.1,2.1,6.2,45,0.90,,0.162,52.4,14,0.84,1.3,7.4
23,30.421894,-97.683792,75.5,18.64,54.8,4.40,0.835,13.3,2.1,5.8,45,0.90,,0.167,51.9,14,0.79,0.8,7.5
24,30.421807,-97.683874,76.0,18.57,54.9,4.40,0.835,12.8,2.1,5.9,45,0.90,,0.192,51.3,14,0.84,0.9,7.8
25,30.421720,-97.683978,76.4,18.49,54.9,4.40,0.834,12.9,2.1,6.2,45,0.90,,0.174,52.4,14,0.77,2.1,7.3
26,30.421638,-97.684075,75.8,18.42,55.0,4.40,0.834,12.9,2.1,6.2,45,0.90,,0.175,51.2,14,0.75,1.6,7.4
27,30.421551,-97.684177,76.5,18.35,55.0,4.40,0.834,13.1,2.1,5.9,45,0.90,,0.166,52.5,14,0.79,1.7,7.1
28,30.421472,-97.684260,76.2,18.27,55.1,4.40,0.833,13.1,2.1,5.9,45,0.90,,0.171,52.4,14,0.79,1.5,7.4
29,30.421398,-97.684357,76.3,18.20,55.1,4.40,0.833,12.8,2.1,6.3,45,0.90,,0.196,52.6,14,0.77,0.7,7.2
30,30.421309,-97.684457,76.0,18.13,55.1,4.40,0.833,13.2,2.1,6.0,45,0.90,,0.169,52.6,14,0.80,1.2,7.4
31,30.421225,-97.684543,76.5,18.05,55.2,4.40,0.832,12.8,2.1,6.1,45,0.90,,0.162,52.1,14,0.80,0.9,7.4
32,30.421136,-97.684651,75.9,17.98,55.2,4.40,0.832,13.2,2.1,6.0,45,0.90,,0.164,51.6,14,0.82,1.2,7.6
33,30.421064,-97.684748,76.0,17.91,55.3,4.40,0.832,13.1,2.1,6.2,45,0.90,,0.172,51.4,14,0.82,2.2,7.4
34,30.420976,-97.684839,75.7,17.83,55.3,4.40,0.831,12.9,2.1,5.8,45,0.90,,0.166,52.1,14,0.75,1.9,7.2
35,30.420887,-97.684940,75.7,17.76,55.4,4.40,0.831,12.8,2.1,5.7,45,0.90,,0.167,52.1,14,0.76,1.6,7.5
36,30.420808,-97.685030,76.4,17.69,55.4,4.40,0.830,13.0,2.1,5.8,45,0.90,,0.176,52.4,14,0.81,1.2,7.5
37,30.420731,-97.685125,76.2,17.61,55.4,4.40,0.830,12.7,2.1,6.1,45,0.90,,0.163,52.8,14,0.81,1.7,7.5
38,30.420639,-97.685220,75.7,17.54,55.5,4.40,0.830,13.0,2.1,5.9,45,0.90,,0.167,52.2,14,0.75,1.8,7.6
39,30.420562,-97.685318,76.2,17.47,55.5,4.40,0.829,12.7,2.1,6.1,45,0.90,,0.166,52.6,14,0.76,1.5,7.6
40,30.420486,-97.685406,75.5,17.39,55.6,4.40,0.829,13.2,2.1,6.0,45,0.90,,0.171,52.2,14,0.83,0.8,7.9
41,30.420398,-97.685507,75.9,17.32,55.6,4.40,0.829,12.7,2.1,5.9,45,0.90,,0.181,51.4,14,0.76,1.1,7.6
42,30.420313,-97.685608,76.5,17.25,55.7,4.40,0.828,12.8,2.1,6.1,45,0.90,,0.190,52.0,14,0.82,1.4,7.6
43,30.420233,-97.685700,76.3,17.17,55.7,4.40,0.828,12.9,2.1,6.1,45,0.90,,0.179,51.9,14,0.80,1.0,7.5
44,30.420156,-97.685784,75.5,17.10,55.8,4.40,0.828,13.0,2.1,5.8,45,0.90,,0.187,51.7,14,0.79,1.7,7.1
45,30.420067,-97.685892,76.2,17.03,55.8,4.40,0.827,12.7,2.1,5.8,45,0.90,,0.171,52.1,14,0.84,1.7,7.4
46,30.419983,-97.685986,75.8,16.95,55.8,4.40,0.827,13.2,2.1,5.7,45,0.90,,0.168,52.7,14,0.82,1.2,7.5
47,30.419902,-97.686082,75.6,16.88,55.9,4.40,0.826,13.0,2.1,5.9,45,0.90,,0.192,51.2,14,0.78,1.8,7.5
48,30.419808,-97.686190,76.1,16.81,55.9,4.40,0.826,12.9,2.1,6.0,45,0.90,,0.181,51.8,14,0.84,1.8,7.2
49,30.419727,-97.686281,75.6,16.73,56.0,4.40,0.826,13.0,2.1,5.8,45,0.90,,0.175,52.4,14,0.76,0.8,7.8
50,30.419655,-97.686370,75.8,16.66,56.0,4.40,0.825,12.9,2.1,6.3,45,0.90,,0.199,52.7,14,0.75,1.2,7.5
51,30.419567,-97.686458,76.6,16.59,56.1,4.40,0.825,13.2,2.1,5.8,45,0.90,,0.173,51.4,14,0.78,2.1,7.7
52,30.419493,-97.686556,76.1,16.51,56.1,4.40,0.825,12.8,2.1,5.8,45,0.90,,0.194,52.0,14,0.79,1.4,7.3
53,30.419406,-97.686664,76.6,16.44,56.1,4.40,0.824,12.8,2.1,5.9,45,0.90,,0.174,52.3,14,0.81,1.9,7.9
54,30.419320,-97.686745,76.6,16.37,56.2,4.40,0.824,12.9,2.1,5.7,45,0.90,,0.199,52.3,14,0.83,1.3,7.6
55,30.419235,-97.686850,75.6,16.29,56.2,4.40,0.823,12.7,2.1,5.8,45,0.90,,0.188,51.8,14,0.78,1.8,7.7
56,30.419157,-97.686943,76.4,16.22,56.3,4.40,0.823,12.9,2.1,6.1,45,0.90,,0.173,52.2,14,0.76,1.2,7.2
57,30.419071,-97.687045,76.2,16.15,56.3,4.40,0.823,13.2,2.1,5.8,45,0.90,,0.175,51.8,14,0.84,1.1,7.1
58,30.418991,-97.687137,76.3,16.07,56.4,4.40,0.822,12.9,2.1,5.8,45,0.90,,0.200,51.6,14,0.82,1.5,7.2
59,30.418909,-97.687231,75.5,16.00,56.4,4.40,0.822,13.0,2.1,5.8,45,0.90,,0.195,52.1,14,0.84,0.8,7.8
60,30.418817,-97.687320,75.9,15.93,56.4,4.40,0.822,13.1,2.1,5.9,45,0.90,,0.198,51.2,14,0.82,1.0,7.8
61,30.418737,-97.687421,75.8,15.85,56.5,4.40,0.821,13.0,2.1,6.2,45,0.90,,0.194,51.3,14,0.82,1.1,7.9
62,30.418661,-97.687521,75.8,15.78,56.5,4.40,0.821,12.9,2.1,6.1,45,0.90,,0.165,52.5,14,0.82,1.5,7.2
63,30.418579,-97.687622,76.0,15.71,56.6,4.40,0.821,13.0,2.1,6.2,45,0.90,,0.180,52.5,14,0.84,0.9,7.2
64,30.418494,-97.687713,76.4,15.63,56.6,4.40,0.820,13.0,2.1,5.7,45,0.90,,0.197,52.5,14,0.81,1.8,7.4
65,30.418420,-97.687807,75.7,15.56,56.7,4.40,0.820,13.1,2.1,6.0,45,0.90,,0.173,52.8,14,0.82,1.5,7.4
66,30.418330,-97.687904,75.7,15.49,56.7,4.40,0.819,12.8,2.1,6.3,45,0.90,,0.182,52.2,14,0.82,0.7,7.8
67,30.418251,-97.687998,76.5,15.41,56.7,4.40,0.819,12.9,2.1,6.0,45,0.90,,0.187,52.2,14,0.78,1.8,7.7
68,30.418167,-97.688095,76.3,15.34,56.8,4.40,0.819,13.0,2.1,6.1,45,0.90,,0.175,52.5,14,0.78,1.7,7.8
69,30.418081,-97.688185,76.5,15.27,56.8,4.40,0.818,13.1,2.1,6.2,45,0.90,,0.196,51.8,14,0.84,2.0,7.2
70,30.418001,-97.688288,75.8,15.19,56.9,4.40,0.818,12.8,2.1,6.1,45,0.90,,0.192,52.6,14,0.78,0.9,7.4
71,30.417921,-97.688382,75.9,15.12,56.9,4.40,0.818,12.8,2.1,6.3,45,0.90,,0.173,51.6,14,0.81,1.0,7.1
72,30.417837,-97.688482,76.1,15.05,57.0,4.40,0.817,13.1,2.1,5.9,45,0.90,,0.192,52.4,14,0.83,1.9,7.6
73,30.417750,-97.688572,75.9,14.97,57.0,4.40,0.817,12.8,2.1,5.9,45,0.90,,0.185,52.0,14,0.77,1.7,7.2
74,30.417668,-97.688665,76.3,14.90,57.0,4.40,0.817,13.0,2.1,6.2,45,0.90,,0.192,52.4,14,0.77,1.2,7.8
75,30.417595,-97.688763,76.5,14.83,57.1,4.40,0.816,12.8,2.1,5.8,45,0.90,,0.170,52.7,14,0.78,1.8,7.2
76,30.417503,-97.688860,75.4,14.75,57.1,4.40,0.816,13.0,2.1,5.8,45,0.90,,0.160,52.4,14,0.82,1.9,7.4
77,30.417423,-97.688948,75.6,14.68,57.2,4.40,0.815,13.0,2.1,5.8,45,0.90,,0.187,51.3,14,0.83,1.5,7.2
78,30.417337,-97.689050,75.8,14.61,57.2,4.40,0.815,12.9,2.1,6.0,45,0.90,,0.176,51.8,14,0.83,2.2,7.8
79,30.417256,-97.689142,76.0,14.53,57.3,4.40,0.815,13.2,2.1,6.1,45,0.90,,0.197,52.0,14,0.76,1.1,7.4
80,30.417170,-97.689241,75.6,14.46,57.3,4.40,0.814,12.9,2.1,5.9,45,0.90,,0.198,51.9,14,0.83,0.8,7.8
81,30.417091,-97.689338,76.1,14.39,57.4,4.40,0.814,12.7,2.1,5.8,45,0.90,,0.198,51.2,14,0.84,1.0,7.5
82,30.417006,-97.689430,75.6,14.31,57.4,4.40,0.814,12.8,2.1,5.8,45,0.90,,0.163,52.5,14,0.83,1.4,7.5
83,30.416924,-97.689530,75.5,14.24,57.4,4.40,0.813,12.9,2.1,6.2,45,0.90,,0.183,51.6,14,0.81,1.3,7.1
84,30.416839,-97.689624,76.5,14.17,57.5,4.40,0.813,13.1,2.1,6.1,45,0.90,,0.162,51.3,14,0.84,0.8,7.8
85,30.416760,-97.689722,75.7,14.09,57.5,4.40,0.812,13.2,2.1,5.8,45,0.90,,0.190,51.9,14,0.78,1.6,7.1
86,30.416673,-97.689812,75.6,14.02,57.6,4.40,0.812,13.2,2.1,6.1,45,0.90,,0.174,52.3,14,0.81,2.1,7.4
87,30.416593,-97.689912,75.8,13.95,57.6,4.40,0.812,12.7,2.1,5.7,45,0.90,,0.197,51.9,14,0.81,0.7,7.6
88,30.416510,-97.690008,76.1,13.87,57.7,4.40,0.811,13.0,2.1,6.1,45,0.90,,0.192,52.5,14,0.84,1.8,7.8
89,30.416428,-97.690104,76.3,13.80,57.7,4.40,0.811,13.3,2.1,5.9,45,0.90,,0.171,52.0,14,0.80,0.9,7.1
90,30.416339,-97.690186,76.1,13.73,57.7,4.40,0.811,13.2,2.1,5.9,45,0.90,,0.175,52.8,14,0.80,1.7,7.8
91,30.416258,-97.690293,76.0,13.65,57.8,4.40,0.810,13.0,2.1,6.0,45,0.90,,0.163,51.6,14,0.77,1.8,7.5
92,30.416188,-97.690376,75.7,13.58,57.8,4.40,0.810,13.2,2.1,5.8,45,0.90,,0.175,51.3,14,0.79,2.0,7.8
93,30.416096,-97.690487,76.5,13.51,57.9,4.40,0.810,12.9,2.1,6.0,45,0.90,,0.190,52.8,14,0.83,2.3,7.1
94,30.416014,-97.690578,76.5,13.43,57.9,4.40,0.809,13.0,2.1,6.0,45,0.90,,0.172,51.6,14,0.77,1.5,7.2
95,30.415932,-97.690680,76.3,13.36,58.0,4.40,0.809,13.0,2.1,6.0,45,0.90,,0.187,52.8,14,0.81,1.7,7.4
96,30.415850,-97.690779,76.1,13.29,58.0,4.40,0.808,13.0,2.1,5.9,45,0.90,,0.178,52.6,14,0.83,0.8,7.7
97,30.415763,-97.690860,76.3,13.21,58.0,4.40,0.808,13.2,2.1,5.9,45,0.90,,0.180,51.7,14,0.77,1.4,7.7
98,30.415679,-97.690972,75.7,13.14,58.1,4.40,0.808,13.0,2.1,6.2,45,0.90,,0.188,52.1,14,0.83,1.8,7.3
99,30.415600,-97.691062,75.6,13.07,58.1,4.40,0.807,13.3,2.1,6.3,45,0.90,,0.178,51.3,14,0.84,1.4,7.3
100,30.415515,-97.691151,76.2,12.99,58.2,4.40,0.807,12.8,2.1,6.3,45,0.90,,0.184,52.1,14,0.82,2.3,7.3
101,30.415432,-97.691260,75.6,12.92,58.2,4.40,0.807,13.1,2.1,5.8,45,0.90,,0.174,52.3,14,0.78,2.0,7.5
102,30.415355,-97.691346,76.5,12.85,58.3,4.40,0.806,13.0,2.1,6.2,45,0.90,,0.191,52.0,14,0.75,1.7,7.2
103,30.415268,-97.691443,76.6,12.77,58.3,4.40,0.806,12.9,2.1,5.7,45,0.90,,0.188,51.6,14,0.84,1.2,7.2
104,30.415189,-97.691536,75.4,12.70,58.4,4.40,0.805,13.1,2.1,5.9,45,0.90,,0.176,51.2,14,0.78,1.5,7.6
105,30.415109,-97.691638,76.2,12.63,58.4,4.40,0.805,12.9,2.1,6.0,45,0.90,,0.173,51.8,14,0.80,0.8,7.8
106,30.415022,-97.691721,75.6,12.55,58.4,4.40,0.805,13.1,2.1,6.3,45,0.90,,0.168,51.4,14,0.76,0.7,7.6
107,30.414938,-97.691829,76.2,12.48,58.5,4.40,0.804,13.1,2.1,6.1,45,0.90,,0.189,51.3,14,0.79,1.3,7.6
108,30.414855,-97.691921,75.5,12.41,58.5,4.40,0.804,13.1,2.1,5.8,45,0.90,,0.178,51.2,14,0.76,1.4,7.8
109,30.414770,-97.692015,75.5,12.33,58.6,4.40,0.804,13.3,2.1,6.0,45,0.90,,0.184,51.7,14,0.79,1.6,7.3
110,30.414698,-97.692130,76.1,12.26,58.6,4.40,0.803,12.9,2.1,5.7,45,0.90,,0.160,52.0,14,0.82,0.8,7.7
111,30.414615,-97.692209,75.9,12.19,58.7,4.40,0.803,12.8,2.1,6.0,45,0.90,,0.164,51.7,14,0.79,2.1,7.6
112,30.414528,-97.692311,76.1,12.11,58.7,4.40,0.803,12.9,2.1,6.1,45,0.90,,0.177,52.6,14,0.79,1.8,7.3
113,30.414439,-97.692404,75.4,12.04,58.7,4.40,0.802,13.2,2.1,6.2,45,0.90,,0.198,52.1,14,0.83,1.0,7.9
114,30.414357,-97.692499,75.7,11.97,58.8,4.40,0.802,12.9,2.1,6.3,45,0.90,,0.167,52.1,14,0.83,1.6,7.7
115,30.414276,-97.692592,76.6,11.89,58.8,4.40,0.801,12.9,2.1,5.9,45,0.90,,0.186,52.6,14,0.82,1.2,7.4
116,30.414190,-97.692686,75.6,11.82,58.9,4.40,0.801,13.2,2.1,6.2,45,0.90,,0.196,52.7,14,0.77,1.8,7.5
117,30.414108,-97.692785,76.0,11.75,58.9,4.40,0.801,13.0,2.1,6.3,45,0.90,,0.186,52.3,14,0.77,1.3,7.1
118,30.414032,-97.692881,76.0,11.67,59.0,4.40,0.800,13.0,2.1,5.8,45,0.90,,0.163,52.6,14,0.80,2.3,7.4
119,30.413949,-97.692983,75.9,11.60,59.0,4.40,0.800,12.7,2.1,6.2,45,0.90,,0.169,52.5,14,0.84,1.9,7.6
