timestamp_s,vehicle_id,latitude,longitude,altitude_m
182,DRONE-300,30.412593,-97.699883,42.0
182,DRONE-301,30.414691,-97.702316,42.0
182,DRONE-302,30.410495,-97.697450,42.0
183,DRONE-300,30.412663,-97.699964,42.0
183,DRONE-301,30.414761,-97.702397,42.0
183,DRONE-302,30.410565,-97.697531,42.0
184,DRONE-300,30.412733,-97.700045,42.0
184,DRONE-301,30.414831,-97.702478,42.0
184,DRONE-302,30.410635,-97.697613,42.0
185,DRONE-300,30.412803,-97.700126,42.0
185,DRONE-301,30.414901,-97.702559,42.0
185,DRONE-302,30.410705,-97.697694,42.0
186,DRONE-300,30.412873,-97.700207,42.0
186,DRONE-301,30.414971,-97.702640,42.0
186,DRONE-302,30.410775,-97.697775,42.0
187,DRONE-300,30.412943,-97.700288,42.0
187,DRONE-301,30.415041,-97.702721,42.0
187,DRONE-302,30.410845,-97.697856,42.0
188,DRONE-300,30.413013,-97.700370,42.0
188,DRONE-301,30.415111,-97.702802,42.0
188,DRONE-302,30.410915,-97.697937,42.0
189,DRONE-300,30.413083,-97.700451,42.0
189,DRONE-301,30.415181,-97.702883,42.0
189,DRONE-302,30.410985,-97.698018,42.0
190,DRONE-300,30.413153,-97.700532,42.0
190,DRONE-301,30.415251,-97.702964,42.0
190,DRONE-302,30.411055,-97.698099,42.0
191,DRONE-300,30.413223,-97.700613,42.0
191,DRONE-301,30.415320,-97.703045,42.0
191,DRONE-302,30.411125,-97.698180,42.0
192,DRONE-300,30.413292,-97.700694,42.0
192,DRONE-301,30.415390,-97.703126,42.0
192,DRONE-302,30.411194,-97.698261,42.0
193,DRONE-300,30.413362,-97.700775,42.0
193,DRONE-301,30.415460,-97.703208,42.0
193,DRONE-302,30.411264,-97.698342,42.0
194,DRONE-300,30.413432,-97.700856,42.0
194,DRONE-301,30.415530,-97.703289,42.0
194,DRONE-302,30.411334,-97.698423,42.0
195,DRONE-300,30.413502,-97.700937,42.0
195,DRONE-301,30.415600,-97.703370,42.0
195,DRONE-302,30.411404,-97.698504,42.0
196,DRONE-300,30.413572,-97.701018,42.0
196,DRONE-301,30.415670,-97.703451,42.0
196,DRONE-302,30.411474,-97.698586,42.0
197,DRONE-300,30.413642,-97.701099,42.0
197,DRONE-301,30.415740,-97.703532,42.0
197,DRONE-302,30.411544,-97.698667,42.0
198,DRONE-300,30.413712,-97.701180,42.0
198,DRONE-301,30.415810,-97.703613,42.0
198,DRONE-302,30.411614,-97.698748,42.0
199,DRONE-300,30.413782,-97.701261,42.0
199,DRONE-301,30.415880,-97.703694,42.0
199,DRONE-302,30.411684,-97.698829,42.0
200,DRONE-300,30.413852,-97.701343,42.0
200,DRONE-301,30.415950,-97.703775,42.0
200,DRONE-302,30.411754,-97.698910,42.0
201,DRONE-300,30.413922,-97.701424,42.0
201,DRONE-301,30.416020,-97.703856,42.0
201,DRONE-302,30.411824,-97.698991,42.0
202,DRONE-300,30.413992,-97.701505,42.0
202,DRONE-301,30.416090,-97.703937,42.0
202,DRONE-302,30.411894,-97.699072,42.0
203,DRONE-300,30.414062,-97.701586,42.0
203,DRONE-301,30.416160,-97.704018,42.0
203,DRONE-302,30.411964,-97.699153,42.0
204,DRONE-300,30.414132,-97.701667,42.0
204,DRONE-301,30.416230,-97.704100,42.0
204,DRONE-302,30.412034,-97.699234,42.0
205,DRONE-300,30.414202,-97.701748,42.0
205,DRONE-301,30.416300,-97.704181,42.0
205,DRONE-302,30.412104,-97.699315,42.0
206,DRONE-300,30.414272,-97.701829,42.0
206,DRONE-301,30.416369,-97.704262,42.0
206,DRONE-302,30.412174,-97.699396,42.0
207,DRONE-300,30.414341,-97.701910,42.0
207,DRONE-301,30.416439,-97.704343,42.0
207,DRONE-302,30.412243,-97.699477,42.0
208,DRONE-300,30.414411,-97.701991,42.0
208,DRONE-301,30.416509,-97.704424,42.0
208,DRONE-302,30.412313,-97.699559,42.0
209,DRONE-300,30.414481,-97.702072,42.0
209,DRONE-301,30.416579,-97.704505,42.0
209,DRONE-302,30.412383,-97.699640,42.0
210,DRONE-300,30.414551,-97.702153,42.0
210,DRONE-301,30.416649,-97.704586,42.0
210,DRONE-302,30.412453,-97.699721,42.0
211,DRONE-300,30.414621,-97.702234,42.0
211,DRONE-301,30.416719,-97.704667,42.0
211,DRONE-302,30.412523,-97.699802,42.0
212,DRONE-300,30.414691,-97.702316,42.0
212,DRONE-301,30.416789,-97.704748,42.0
212,DRONE-302,30.412593,-97.699883,42.0
213,DRONE-300,30.414761,-97.702397,42.0
213,DRONE-301,30.416859,-97.704829,42.0
213,DRONE-302,30.412663,-97.699964,42.0
214,DRONE-300,30.414831,-97.702478,42.0
214,DRONE-301,30.416929,-97.704910,42.0
214,DRONE-302,30.412733,-97.700045,42.0
215,DRONE-300,30.414901,-97.702559,42.0
215,DRONE-301,30.416999,-97.704991,42.0
215,DRONE-302,30.412803,-97.700126,42.0
216,DRONE-300,30.414971,-97.702640,42.0
216,DRONE-301,30.417069,-97.705073,42.0
216,DRONE-302,30.412873,-97.700207,42.0
217,DRONE-300,30.415041,-97.702721,42.0
217,DRONE-301,30.417139,-97.705154,42.0
217,DRONE-302,30.412943,-97.700288,42.0
218,DRONE-300,30.415111,-97.702802,42.0
218,DRONE-301,30.417209,-97.705235,42.0
218,DRONE-302,30.413013,-97.700369,42.0
219,DRONE-300,30.415181,-97.702883,42.0
219,DRONE-301,30.417279,-97.705316,42.0
219,DRONE-302,30.413083,-97.700450,42.0
220,DRONE-300,30.415251,-97.702964,42.0
220,DRONE-301,30.417349,-97.705397,42.0
220,DRONE-302,30.413153,-97.700531,42.0
221,DRONE-300,30.415320,-97.703045,42.0
221,DRONE-301,30.417418,-97.705478,42.0
221,DRONE-302,30.413223,-97.700613,42.0
222,DRONE-300,30.415390,-97.703126,42.0
222,DRONE-301,30.417488,-97.705559,42.0
222,DRONE-302,30.413292,-97.700694,42.0
223,DRONE-300,30.415460,-97.703207,42.0
223,DRONE-301,30.417558,-97.705640,42.0
223,DRONE-302,30.413362,-97.700775,42.0
224,DRONE-300,30.415530,-97.703289,42.0
224,DRONE-301,30.417628,-97.705721,42.0
224,DRONE-302,30.413432,-97.700856,42.0
225,DRONE-300,30.415600,-97.703370,42.0
225,DRONE-301,30.417698,-97.705802,42.0
225,DRONE-302,30.413502,-97.700937,42.0
226,DRONE-300,30.415670,-97.703451,42.0
226,DRONE-301,30.417768,-97.705883,42.0
226,DRONE-302,30.413572,-97.701018,42.0
227,DRONE-300,30.415740,-97.703532,42.0
227,DRONE-301,30.417838,-97.705964,42.0
227,DRONE-302,30.413642,-97.701099,42.0
228,DRONE-300,30.415810,-97.703613,42.0
228,DRONE-301,30.417908,-97.706046,42.0
228,DRONE-302,30.413712,-97.701180,42.0
229,DRONE-300,30.415880,-97.703694,42.0
229,DRONE-301,30.417978,-97.706127,42.0
229,DRONE-302,30.413782,-97.701261,42.0
230,DRONE-300,30.415950,-97.703775,42.0
230,DRONE-301,30.418048,-97.706208,42.0
230,DRONE-302,30.413852,-97.701342,42.0
231,DRONE-300,30.416020,-97.703856,42.0
231,DRONE-301,30.418118,-97.706289,42.0
231,DRONE-302,30.413922,-97.701423,42.0
232,DRONE-300,30.416090,-97.703937,42.0
232,DRONE-301,30.418188,-97.706370,42.0
232,DRONE-302,30.413992,-97.701504,42.0
233,DRONE-300,30.416160,-97.704018,42.0
233,DRONE-301,30.418258,-97.706451,42.0
233,DRONE-302,30.414062,-97.701586,42.0
234,DRONE-300,30.416230,-97.704099,42.0
234,DRONE-301,30.418328,-97.706532,42.0
234,DRONE-302,30.414132,-97.701667,42.0
235,DRONE-300,30.416300,-97.704180,42.0
235,DRONE-301,30.418398,-97.706613,42.0
235,DRONE-302,30.414202,-97.701748,42.0
236,DRONE-300,30.416369,-97.704262,42.0
236,DRONE-301,30.418467,-97.706694,42.0
236,DRONE-302,30.414272,-97.701829,42.0
237,DRONE-300,30.416439,-97.704343,42.0
237,DRONE-301,30.418537,-97.706775,42.0
237,DRONE-302,30.414341,-97.701910,42.0
238,DRONE-300,30.416509,-97.704424,42.0
238,DRONE-301,30.418607,-97.706856,42.0
238,DRONE-302,30.414411,-97.701991,42.0
239,DRONE-300,30.416579,-97.704505,42.0
239,DRONE-301,30.418677,-97.706937,42.0
239,DRONE-302,30.414481,-97.702072,42.0
